Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating,Project Description
Sweden,5988,0,10,Onshore,0,2009,BayWa R.E. AG,13590000,7.123333333,,,-0.49445942,0,-4.255573743,40.9476,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Sweden. It is a single phase project beginning in 2009, with a cost of 13590000.0 GBP and is owned by BayWa R.E. AG. The project is onshore, and the average annual wind speed is 7.123 m/s. Sweden has a credit rating of 21/21, with a GDP growth of -4.256% and 40.948% of its GDP in debt. The inflation rate is -0.494 and the energy inflation rate is 0.000."
Spain,1022,0,50,Onshore,0,2004,Grupo Ibereolica Renovables,67950000,4.766666667,,,3.039197922,3.496448517,3.114531452,45.3327,21,"Evaluate the probability of success for a 50.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2004, with a cost of 67950000.0 GBP and is owned by Grupo Ibereolica Renovables. The project is onshore, and the average annual wind speed is 4.767 m/s. Spain has a credit rating of 21/21, with a GDP growth of 3.115% and 45.333% of its GDP in debt. The inflation rate is 3.039 and the energy inflation rate is 3.496."
Germany,4548,0,14,Onshore,0,2018,NEAG Norddeutsche Energie AG,19026000,6.306666667,,,1.73,1.753376603,1.116443109,60.72854,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2018, with a cost of 19026000.0 GBP and is owned by NEAG Norddeutsche Energie AG. The project is onshore, and the average annual wind speed is 6.307 m/s. Germany has a credit rating of 21/21, with a GDP growth of 1.116% and 60.729% of its GDP in debt. The inflation rate is 1.730 and the energy inflation rate is 1.753."
United Kingdom,184,0,228,Onshore,0,2018,Scottish and Southern Energy (SSE),309852000,7.27,,,2.32,1.855871797,1.405190266,86.34547,19,"Evaluate the probability of success for a 228.0 MW Onshore wind farm in United Kingdom. It is a single phase project beginning in 2018, with a cost of 309852000.0 GBP and is owned by Scottish and Southern Energy (SSE). The project is onshore, and the average annual wind speed is 7.270 m/s. United Kingdom has a credit rating of 19/21, with a GDP growth of 1.405% and 86.345% of its GDP in debt. The inflation rate is 2.320 and the energy inflation rate is 1.856."
Portugal,5648,1,11,Onshore,0,2002,Finerge SA,14949000,3.89,,,3.600341558,2.933989525,0.770924879,60.04374,19,"Evaluate the probability of success for a 11.0 MW Onshore wind farm in Portugal. It is a multi phase project beginning in 2002, with a cost of 14949000.0 GBP and is owned by Finerge SA. The project is onshore, and the average annual wind speed is 3.890 m/s. Portugal has a credit rating of 19/21, with a GDP growth of 0.771% and 60.044% of its GDP in debt. The inflation rate is 3.600 and the energy inflation rate is 2.934."
France,5063,0,12,Onshore,0,2016,Valorem,16308000,6.726666667,,,0.183335871,-0.11499691,0.860031082,98.02478,19,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in France. It is a single phase project beginning in 2016, with a cost of 16308000.0 GBP and is owned by Valorem. The project is onshore, and the average annual wind speed is 6.727 m/s. France has a credit rating of 19/21, with a GDP growth of 0.860% and 98.025% of its GDP in debt. The inflation rate is 0.183 and the energy inflation rate is -0.115."
Spain,2565,0,26,Onshore,1,2008,Valoriza Energia,35334000,5.186666667,,,4.07565403,6.641723633,0.767165775,39.6088,21,"Evaluate the probability of success for a 26.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2008, with a cost of 35334000.0 GBP and is owned by Valoriza Energia. The project is onshore, and the average annual wind speed is 5.187 m/s. Spain has a credit rating of 21/21, with a GDP growth of 0.767% and 39.609% of its GDP in debt. The inflation rate is 4.076 and the energy inflation rate is 6.642."
Germany,2800,0,24,Onshore,0,2013,Verbund,32616000,5.883333333,,,1.504725099,1.971489668,0.386224576,76.79466,21,"Evaluate the probability of success for a 24.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2013, with a cost of 32616000.0 GBP and is owned by Verbund. The project is onshore, and the average annual wind speed is 5.883 m/s. Germany has a credit rating of 21/21, with a GDP growth of 0.386% and 76.795% of its GDP in debt. The inflation rate is 1.505 and the energy inflation rate is 1.971."
Greece,5539,1,11.4,Onshore,0,2000,Rokas Renewables,15492600,6.51,,,3.151180029,6.178898335,4.137827099,104.9344,15,"Evaluate the probability of success for a 11.4 MW Onshore wind farm in Greece. It is a multi phase project beginning in 2000, with a cost of 15492600.0 GBP and is owned by Rokas Renewables. The project is onshore, and the average annual wind speed is 6.510 m/s. Greece has a credit rating of 15/21, with a GDP growth of 4.138% and 104.934% of its GDP in debt. The inflation rate is 3.151 and the energy inflation rate is 6.179."
United Kingdom,4390,0,15,Onshore,1,2009,Vattenfall AB,20385000,7.54,,,1.9721632,2.176790476,-4.62055372,64.91501,21,"Evaluate the probability of success for a 15.0 MW Onshore wind farm in United Kingdom. It is a single phase project beginning in 2009, with a cost of 20385000.0 GBP and is owned by Vattenfall AB. The project is onshore, and the average annual wind speed is 7.540 m/s. United Kingdom has a credit rating of 21/21, with a GDP growth of -4.621% and 64.915% of its GDP in debt. The inflation rate is 1.972 and the energy inflation rate is 2.177."
Romania,193,1,214,Onshore,0,2013,Iberdrola,290826000,4.063333333,,,3.991640568,4.1,0.278771877,37.78312,11,"Evaluate the probability of success for a 214.0 MW Onshore wind farm in Romania. It is a multi phase project beginning in 2013, with a cost of 290826000.0 GBP and is owned by Iberdrola. The project is onshore, and the average annual wind speed is 4.063 m/s. Romania has a credit rating of 11/21, with a GDP growth of 0.279% and 37.783% of its GDP in debt. The inflation rate is 3.992 and the energy inflation rate is 4.100."
Romania,695,1,65,Onshore,0,2012,Alerion,88335000,4.776666667,,,3.337636948,6.9,1.903616968,35.37141,12,"Evaluate the probability of success for a 65.0 MW Onshore wind farm in Romania. It is a multi phase project beginning in 2012, with a cost of 88335000.0 GBP and is owned by Alerion. The project is onshore, and the average annual wind speed is 4.777 m/s. Romania has a credit rating of 12/21, with a GDP growth of 1.904% and 35.371% of its GDP in debt. The inflation rate is 3.338 and the energy inflation rate is 6.900."
Spain,5196,0,12,Onshore,0,2012,Acciona,16308000,5.74,,,2.446004391,5.063489914,-2.865113673,89.56038,12,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2012, with a cost of 16308000.0 GBP and is owned by Acciona. The project is onshore, and the average annual wind speed is 5.740 m/s. Spain has a credit rating of 12/21, with a GDP growth of -2.865% and 89.560% of its GDP in debt. The inflation rate is 2.446 and the energy inflation rate is 5.063."
Germany,5137,0,12,Onshore,0,2014,Envia,16308000,6.45,,,0.90679872,0.845330298,2.169498929,73.82303,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2014, with a cost of 16308000.0 GBP and is owned by Envia. The project is onshore, and the average annual wind speed is 6.450 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.169% and 73.823% of its GDP in debt. The inflation rate is 0.907 and the energy inflation rate is 0.845."
France,3118,0,22,Onshore,0,2006,Eolfi,29898000,6.876666667,,,1.675130725,4.659837723,2.714064518,65.32475,21,"Evaluate the probability of success for a 22.0 MW Onshore wind farm in France. It is a single phase project beginning in 2006, with a cost of 29898000.0 GBP and is owned by Eolfi. The project is onshore, and the average annual wind speed is 6.877 m/s. France has a credit rating of 21/21, with a GDP growth of 2.714% and 65.325% of its GDP in debt. The inflation rate is 1.675 and the energy inflation rate is 4.660."
Italy,3873,0,18,Onshore,0,2001,ERG,24462000,5.963333333,,,2.785171509,3.076341152,2.006433298,108.513,19,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in Italy. It is a single phase project beginning in 2001, with a cost of 24462000.0 GBP and is owned by ERG. The project is onshore, and the average annual wind speed is 5.963 m/s. Italy has a credit rating of 19/21, with a GDP growth of 2.006% and 108.513% of its GDP in debt. The inflation rate is 2.785 and the energy inflation rate is 3.076."
Greece,5017,0,12,Onshore,0,2017,Protergia,16308000,4.636666667,,,1.138,2.168021202,1.473124985,183.2054,5,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Greece. It is a single phase project beginning in 2017, with a cost of 16308000.0 GBP and is owned by Protergia. The project is onshore, and the average annual wind speed is 4.637 m/s. Greece has a credit rating of 5/21, with a GDP growth of 1.473% and 183.205% of its GDP in debt. The inflation rate is 1.138 and the energy inflation rate is 2.168."
France,6064,0,10,Onshore,0,2007,EDP; Ventient Energy,13590000,8.066666667,,,1.487993479,2.966151237,2.530481862,65.3614,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a single phase project beginning in 2007, with a cost of 13590000.0 GBP and is owned by EDP and  Ventient Energy. The project is onshore, and the average annual wind speed is 8.067 m/s. France has a credit rating of 21/21, with a GDP growth of 2.530% and 65.361% of its GDP in debt. The inflation rate is 1.488 and the energy inflation rate is 2.966."
Germany,3143,1,22,Onshore,0,2001,RWE AG,29898000,6.856666667,,,1.983850956,2.450403214,1.636541013,57.58368,21,"Evaluate the probability of success for a 22.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2001, with a cost of 29898000.0 GBP and is owned by RWE AG. The project is onshore, and the average annual wind speed is 6.857 m/s. Germany has a credit rating of 21/21, with a GDP growth of 1.637% and 57.584% of its GDP in debt. The inflation rate is 1.984 and the energy inflation rate is 2.450."
Denmark,5188,0,12,Onshore,0,2012,Ausumgaard IS,16308000,8.083333333,,,2.397917986,2.603148699,-0.005432319,44.94315,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Denmark. It is a single phase project beginning in 2012, with a cost of 16308000.0 GBP and is owned by Ausumgaard IS. The project is onshore, and the average annual wind speed is 8.083 m/s. Denmark has a credit rating of 21/21, with a GDP growth of -0.005% and 44.943% of its GDP in debt. The inflation rate is 2.398 and the energy inflation rate is 2.603."
Sweden,6048,0,10,Onshore,0,2007,Nordisk Vindkraft,13590000,3.943333333,,,2.212168932,0,3.224911317,39.07255,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Sweden. It is a single phase project beginning in 2007, with a cost of 13590000.0 GBP and is owned by Nordisk Vindkraft. The project is onshore, and the average annual wind speed is 3.943 m/s. Sweden has a credit rating of 21/21, with a GDP growth of 3.225% and 39.073% of its GDP in debt. The inflation rate is 2.212 and the energy inflation rate is 0.000."
Greece,1977,0,32,Onshore,1,?,Anemodrase Single Member SA,43488000,,,,,,,,,"Evaluate the probability of success for a 32.0 MW Onshore wind farm in Greece. It is a single phase project beginning in an unknwon year, with a cost of 43488000.0 GBP and is owned by Anemodrase Single Member SA. The project is onshore."
France,5861,0,10,Onshore,0,2015,Neoen,13590000,5.86,,,0.037512854,0.410003603,1.066754735,97.07373,19,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a single phase project beginning in 2015, with a cost of 13590000.0 GBP and is owned by Neoen. The project is onshore, and the average annual wind speed is 5.860 m/s. France has a credit rating of 19/21, with a GDP growth of 1.067% and 97.074% of its GDP in debt. The inflation rate is 0.038 and the energy inflation rate is 0.410."
Spain,980,1,50,Onshore,0,2008,Saeta Yield SA,67950000,4.723333333,,,4.07565403,6.641723633,0.767165775,39.6088,21,"Evaluate the probability of success for a 50.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2008, with a cost of 67950000.0 GBP and is owned by Saeta Yield SA. The project is onshore, and the average annual wind speed is 4.723 m/s. Spain has a credit rating of 21/21, with a GDP growth of 0.767% and 39.609% of its GDP in debt. The inflation rate is 4.076 and the energy inflation rate is 6.642."
France,6177,0,10,Onshore,0,-,3D Energies,13590000,6.880869565,,,,,,,,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a single phase project beginning in an unknwon year, with a cost of 13590000.0 GBP and is owned by 3D Energies. The project is onshore."
Spain,795,1,56,Onshore,0,2020,Iberdrola,76104000,5.843333333,,,-0.322671033,-3.54274493,-10.94007066,119.179,16,"Evaluate the probability of success for a 56.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2020, with a cost of 76104000.0 GBP and is owned by Iberdrola. The project is onshore, and the average annual wind speed is 5.843 m/s. Spain has a credit rating of 16/21, with a GDP growth of -10.940% and 119.179% of its GDP in debt. The inflation rate is -0.323 and the energy inflation rate is -3.543."
Norway,218,0,200,Onshore,1,2007,Statkraft AS,271800000,4.896666667,,,0.712596357,-0.869917691,2.914039986,49.51508,21,"Evaluate the probability of success for a 200.0 MW Onshore wind farm in Norway. It is a single phase project beginning in 2007, with a cost of 271800000.0 GBP and is owned by Statkraft AS. The project is onshore, and the average annual wind speed is 4.897 m/s. Norway has a credit rating of 21/21, with a GDP growth of 2.914% and 49.515% of its GDP in debt. The inflation rate is 0.713 and the energy inflation rate is -0.870."
