Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Sweden,2163,0,30,Onshore,0,2013,Stena Renewables Energy AB,40770000,6.516666667,,,-0.044290561,5.775034904,1.137716498,40.3475,21
France,3359,0,20,Onshore,0,2016,CEE,27180000,6.805,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Sweden,1175,0,47,Onshore,0,2020,Renantis UK Ltd,63873000,4.423333333,,,0.497367319,-0.12742566,-2.005337504,40.31189,21
Poland,2533,0,26,Onshore,0,2015,ERG,35334000,6.316666667,,,-0.874127567,0.702593625,4.431767003,51.34457,16
Italy,1548,0,39,Onshore,0,2018,Quercus Real ASsets,53001000,4.206666667,,,1.14,2.564749718,0.826646697,134.138,13
Finland,1284,0,44,Onshore,0,2022,Renewable Power Capital; OX2 AB,59796000,4.595,,,7.123507,30.69680686,1.450048073,73.94323,20
Hungary,2837,0,24,Onshore,0,2007,Energy CORP Hungary KFT,32616000,6.153333333,,,7.958739758,24.60000038,0.277372772,65.05828,16
France,4754,0,14,Onshore,0,2021,Encavis AG,19026000,6.39,,,1.642331,10.45525,6.882337866,113.0879,20
Spain,987,1,50,Onshore,0,2006,Acciona ; Med Wind,67950000,6.326666667,,,3.515373945,6.521553516,4.043435207,39.01906,21
Spain,2081,1,31,Onshore,0,2007,EDP,42129000,5.733333333,,,2.787031889,3.659707785,3.533500122,35.69813,21
Germany,1934,1,33,Onshore,1,2015,EnBW,44847000,5.336666667,,,0.514420152,-0.414969653,1.652719772,70.55988,21
Sweden,194,0,213,Onshore,0,2013,Renewables Infrastructure Group LTD (TRIG),289467000,4.13,,,-0.044290561,5.775034904,1.137716498,40.3475,21
Portugal,1851,1,34,Onshore,0,2015,IKEA,46206000,5.106666667,,,0.487942129,0.231446117,1.589798289,131.1791,11
France,4777,0,13.4,Onshore,0,2011,L&G NTR,18210600,7.23,,,2.111598015,4.445785046,2.437576569,88.9102,21
France,5065,0,12,Onshore,0,2016,CNR,16308000,6.883333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Sweden,1208,0,46,Onshore,0,2016,Arise AB,62514000,4.956666667,,,0.984268188,4.590000153,2.349740804,42.37349,21
Germany,5073,0,12,Onshore,0,2016,Primus Energie GMBH,16308000,5.636666667,,,0.491744995,0,2.294710677,67.63065,21
Austria,3387,0,20,Onshore,0,2014,Energie Burgenland; KELAG,27180000,6.11,,,1.605804801,1.590000033,0.755799077,84.04751,20
France,6056,1,10,Onshore,0,2007,EDF,13590000,6.586666667,,,1.487993479,2.966151237,2.530481862,65.3614,21
Germany,2940,0,23,Onshore,0,2016,MVV Energie AG,31257000,6.22,,,0.491744995,0,2.294710677,67.63065,21
Poland,3378,0,20,Onshore,0,2014,Enern,27180000,6.68,,,0.053822465,1.556987166,3.920508624,51.38972,15
Belgium,3888,0,18,Onshore,0,-,Renewable Power Capital,24462000,6.412608696,,,,,,,
Sweden,3730,0,18,Onshore,1,2013,Rabbalshede Kraft AB,24462000,4.516666667,,,-0.044290561,5.775034904,1.137716498,40.3475,21
Germany,4363,0,15,Onshore,0,2013,NOTUS Energy,20385000,6.45,,,1.504725099,1.971489668,0.386224576,76.79466,21
Croatia,3203,0,21,Onshore,0,2017,HSE Invest DOO; Petrol Group,28539000,5.073333333,,,1.129,-0.1,3.280958121,75.98805,10
Norway,787,0,57,Onshore,1,2014,Nord-Norsk Vindkraft AS,77463000,6.126666667,,,2.041705608,1.291266203,2.048131999,29.66098,21
Italy,4229,0,16,Onshore,0,2001,ERG,21744000,5.766666667,,,2.785171509,3.076341152,2.006433298,108.513,19
Germany,3584,1,19,Onshore,0,2014,Geo MBH,25821000,7.6,,,0.90679872,0.845330298,2.169498929,73.82303,21
Ireland,1836,0,34,Onshore,0,2023,Greencoat,46206000,7.53,,,6.299621578,6.427828716,-5.530007361,43.27319,19
United Kingdom,2858,0,24,Onshore,0,2003,Ventient Energy,32616000,8.103333333,,,1.321004033,1.609191895,3.152346538,36.76369,21
Poland,285,0,145,Onshore,0,2022,Mirova; Spanish Capital Group Uriel,197055000,6.875,,,14.3,29.09904934,5.255456974,49.1991,15
Norway,5950,0,10,Offshore hard mount,0,2010,Marine Energy Test Centre,26416203.33,6.71,1.66,90.21,2.418909788,5.216736317,0.787051845,42.9516,21
Norway,490,0,90,Onshore,1,2014,RWE,122310000,3.973333333,,,2.041705608,1.291266203,2.048131999,29.66098,21
Spain,3510,0,20,Onshore,0,2001,Acciona,27180000,4.823333333,,,3.589828014,3.382987976,3.919088791,54.05223,21
Germany,2781,0,24,Onshore,0,2015,Juwi GmbH,32616000,5.596666667,,,0.514420152,-0.414969653,1.652719772,70.55988,21
France,3349,0,20,Onshore,0,2017,Valorem,27180000,6.486666667,,,1.163,1.601827264,2.083614851,98.48331,19
Austria,1665,1,37,Onshore,0,2015,Wien Energie Vertrieb GMBH & CO KG,50283000,5.613333333,,,0.896564722,1.190000057,1.303523098,84.8943,21
Greece,1688,0,36,Onshore,1,?,Airenergy PVT CO,48924000,,,,,,,,
Austria,4710,1,14,Onshore,0,2003,EVN,19026000,6.153333333,,,1.355552197,1.340000033,1.141565015,65.85282,21
Poland,4503,0,14,Onshore,0,2021,Masdar; Taalerii SolarWind II,19026000,5.733333333,,,5.1,12.14167,6.927182661,53.62216,15
Germany,5127,0,12,Onshore,0,2014,Uhl Windkraft,16308000,5.273333333,,,0.90679872,0.845330298,2.169498929,73.82303,21
Greece,3166,0,21.2,Onshore,0,2020,Vector Wind Desphinas SA,28810800,3.87,,,-1.247951877,-3.765300547,-9.196231471,213.1524,9
United Kingdom,593,1,75,Onshore,0,2019,Banks Renewables,101925000,7.703333333,,,1.791000009,2.081448078,1.624475159,85.65751,19
Germany,4600,0,14,Onshore,0,2014,Denker & Wulf AG,19026000,6.64,,,0.90679872,0.845330298,2.169498929,73.82303,21
United Kingdom,3608,1,18.8,Onshore,0,2017,Scottish and Southern Energy (SSE),25549200,7.38,,,2.683,2.041315317,2.656504893,86.72315,19
Greece,3161,0,21.6,Onshore,0,2023,Terna Energy,29354400,6.86,,,3.464801285,-11.89491089,2.332123883,168.869,12
Germany,5596,0,11,Onshore,0,2017,ABO Wind,14949000,5.696666667,,,1.711,1.241764545,2.716024519,63.95238,21
Sweden,2963,0,23,Onshore,0,2010,Arise AB,31257000,4.67,,,1.157981992,0,5.750735843,38.30193,21
Italy,439,0,99,Onshore,0,2009,EDF,134541000,5.466666667,,,0.774766505,-0.124860622,-5.305154033,116.1213,17
France,5794,0,10,Onshore,0,2017,Boralex,13590000,6.336666667,,,1.163,1.601827264,2.083614851,98.48331,19
Portugal,2039,1,32,Onshore,0,2006,Trustenergy SA,43488000,5.13,,,3.1076684,3.856348753,1.625034638,73.67943,18
Italy,456,0,96,Onshore,0,2009,Vent 1 Capo Rizzuto S.R.L.,130464000,5.443333333,,,0.774766505,-0.124860622,-5.305154033,116.1213,17
Italy,4459,0,15,Onshore,0,2024,Fri-El SPA,20385000,5.34,,,5.622194422,3.721905022,0.697632994,134.7937,14
Poland,5930,0,10,Onshore,0,2011,PROKON,13590000,6.33,,,4.239399433,6.075186729,5.255462566,55.13372,15
Spain,1487,1,40,Onshore,0,2012,Saeta Yield SA,54360000,5.533333333,,,2.446004391,5.063489914,-2.865113673,89.56038,12
France,4210,0,16,Onshore,0,2005,Engie,21744000,6.11,,,1.74586904,4.746580601,1.888565802,68.03877,21
Italy,223,0,195,Offshore hard mount,1,2010,TREVI Energy SPA,506623617.5,5.676666667,7.57,13.98,1.525517702,1.211658478,1.529105757,118.7371,17
France,5279,0,12,Onshore,0,2010,Sicap; IWB Industrielle Werke Basel AG,16308000,6.063333333,,,1.531118512,3.301385641,2.000324727,86.31331,21
Spain,2232,1,30,Onshore,0,2003,Iberdrola,40770000,5.876666667,,,3.039239645,2.886516333,2.939289664,47.68695,20
France,5244,0,12,Onshore,0,2011,EnBW,16308000,5.62,,,2.111598015,4.445785046,2.437576569,88.9102,21
France,5512,0,12,Onshore,0,-,Engie,16308000,6.570869565,,,,,,,
Belgium,5297,0,12,Onshore,0,2009,Engie,16308000,6.7,,,-0.053141583,-3.909904718,-1.906440894,100.2168,20
Poland,2776,0,24,Onshore,0,2015,Windflower,32616000,6.793333333,,,-0.874127567,0.702593625,4.431767003,51.34457,16
France,3573,0,19,Onshore,0,2018,Leonidas Associates,25821000,5.973333333,,,1.85,2.38292861,1.645908729,98.1591,19
United Kingdom,2967,0,23,Onshore,1,2009,Community Windpower,31257000,7.296666667,,,1.9721632,2.176790476,-4.62055372,64.91501,21
Finland,1324,0,43,Onshore,0,2022,OX2 AB; Aquila Capital,58437000,4.43,,,7.123507,30.69680686,1.450048073,73.94323,20
United Kingdom,1420,0,41.4,Onshore,0,2010,Vattenfall AB,56262600,8.646666667,,,2.502840519,-0.361241519,2.233315126,75.86023,21
Ireland,1262,1,45,Onshore,0,2007,Orsted,61155000,7.883333333,,,4.897116184,20.33631134,5.310116844,23.9423,21
Germany,1940,1,33,Onshore,0,2014,UKA Group,44847000,6.846666667,,,0.90679872,0.845330298,2.169498929,73.82303,21
France,4960,0,12,Onshore,0,2023,Boralex,16308000,5.8,,,4.878357265,5.925709159,0.936487503,110.6418,19
Norway,698,0,65,Onshore,1,2008,Statkraft AS,88335000,6.24,,,3.753922939,6.826536655,0.481919541,47.54502,21
Germany,5927,1,10,Onshore,0,2012,PNE AG,13590000,6.403333333,,,2.008486986,2.23366785,0.474291306,79.15729,21
Germany,4640,0,14,Onshore,0,2011,WPD,19026000,6.84,,,2.075176716,3.075814486,3.757968866,77.84923,21
Germany,3234,0,21,Onshore,0,2013,WPD,28539000,6.806666667,,,1.504725099,1.971489668,0.386224576,76.79466,21
Belgium,6180,1,10,Onshore,0,-,Ventient Energy,13590000,6.472608696,,,,,,,
Germany,4223,0,16,Onshore,0,2003,Energiequelle GmbH,21744000,6.723333333,,,1.034225345,1.510221601,-0.529928994,62.70924,21
Greece,5683,0,10.8,Onshore,0,2020,InterPhoton,14677200,4.97,,,-1.247951877,-3.765300547,-9.196231471,213.1524,9
France,5643,0,11,Onshore,0,2004,EDF,14949000,6.37,,,2.142084599,2.79211688,2.868250572,66.56616,21
Italy,2996,0,23,Onshore,0,-,Fri-El SPA,31257000,4.738695652,,,,,,,
Austria,292,1,143,Onshore,0,2021,PUSPOK Group,194337000,5.976666667,,,2.766667,12.25,4.795329106,82.49009,20
Germany,6017,0,10,Onshore,0,2009,PNE AG,13590000,6.626666667,,,0.312738299,0.419552684,-5.545164538,71.71568,21
Poland,2464,1,27,Onshore,0,2015,Enerco; Invenergy LLC,36693000,7.713333333,,,-0.874127567,0.702593625,4.431767003,51.34457,16
France,5028,0,12,Onshore,0,2017,WPD,16308000,5.986666667,,,1.163,1.601827264,2.083614851,98.48331,19
Germany,2516,0,26,Onshore,0,2018,Regenerative & Rationelle Energietechnik GmbH,35334000,5.986666667,,,1.73,1.753376603,1.116443109,60.72854,21
France,4529,0,14,Onshore,0,2019,CEZ Group,19026000,6.463333333,,,1.299999952,1.744135022,2.027446476,97.88586,19
Spain,2706,0,25,Onshore,0,2000,Acciona,33975000,7.006666667,,,3.433526039,4.422429562,5.200641186,57.84051,20
Greece,1939,0,33,Onshore,0,2014,Public Power Corporation of Greece (PPC),44847000,4.766666667,,,-1.311209917,-2.288799286,0.792225038,181.753,7
France,3286,0,20.8,Onshore,0,2016,WPD,28267200,5.893333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Spain,5773,0,10,Onshore,1,2017,EDP,13590000,4.656666667,,,1.956,3.930671692,2.896042081,101.1442,14
France,826,0,54,Onshore,0,2016,Allianz SE,73386000,5.503333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
United Kingdom,136,1,300,Offshore hard mount,0,2010,Vattenfall AB,784823400,8.07,14.04,22.24,2.502840519,-0.361241519,2.233315126,75.86023,21
Greece,2106,0,30,Onshore,1,?,Desol Energy,40770000,,,,,,,,
France,5235,0,12,Onshore,0,2011,Engie,16308000,6.146666667,,,2.111598015,4.445785046,2.437576569,88.9102,21
Croatia,260,0,156,Onshore,0,2021,Norinco International CORP LTD,212004000,4.643333333,,,2.554506996,8.8,12.63170033,77.53254,11
Greece,763,0,59.4,Onshore,1,?,Airenergy PVT CO,80724600,,,,,,,,
France,4963,0,12,Onshore,0,2022,EDF,16308000,5.74,,,5.222367,23.73546019,2.570840474,111.9513,19
Poland,5726,0,10,Onshore,0,2020,WPD,13590000,6.413333333,,,3.374469726,7.48961993,-2.035568824,57.19533,15
Sweden,182,0,231,Onshore,0,2023,Foresight Group,313929000,4.24,,,8.548624897,-9.78123785,-0.310670185,36.37123,21
Norway,402,0,105,Offshore hard mount,1,2008,Offshore Vindenergi AS,277752982.5,7.593333333,2.97,75.13,3.753922939,6.826536655,0.481919541,47.54502,21
Germany,4712,0,14,Onshore,0,2003,WPD,19026000,6.496666667,,,1.034225345,1.510221601,-0.529928994,62.70924,21
Norway,213,0,200,Onshore,1,2012,Grenselandet AS ; Finnmark Kraft AS,271800000,6.396666667,,,0.696865737,-1.873118162,2.717959267,30.90833,21
Serbia,423,0,100,Onshore,1,2017,Bondcom Green Energy,135900000,4.926666667,,,3.131,,2.363393787,57.50037,10
Portugal,5483,0,12,Onshore,0,2000,Ventient Energy,16308000,3.89,,,2.853031874,3.738481283,3.816177564,54.19309,19
Belgium,4971,1,12,Onshore,0,2021,Storm,16308000,6.733333333,,,2.440248,12.33115,6.202554016,107.9353,20
Poland,4570,0,14,Onshore,0,2015,ENEA,19026000,6.446666667,,,-0.874127567,0.702593625,4.431767003,51.34457,16
France,2155,0,30,Onshore,0,2015,Energieteam,40770000,6.003333333,,,0.037512854,0.410003603,1.066754735,97.07373,19
Germany,3276,1,21,Onshore,0,1999,PNE AG,28539000,8.053333333,,,0.585434675,1.275393605,2.130116685,59.87108,21
France,4091,0,16,Onshore,0,2018,IEL Energie,21744000,6.43,,,1.85,2.38292861,1.645908729,98.1591,19
Denmark,3269,0,21,Offshore hard mount,0,2003,Private Owners ; Samso Municipality ; Community Ownership,54370673,7.796666667,4.34,12.67,2.075077534,2.474958897,0.441090995,46.0814,21
Italy,2192,0,30,Onshore,0,2009,ERG,40770000,5.516666667,,,0.774766505,-0.124860622,-5.305154033,116.1213,17
Netherlands,288,1,144,Offshore hard mount,0,2017,Private Owners,376755312,8.356666667,14.14,19.13,1.299,1.563019872,2.781546099,55.98573,21
United Kingdom,541,0,83,Onshore,1,2017,E.ON,112797000,7.61,,,2.683,2.041315317,2.656504893,86.72315,19
Austria,3929,1,17,Onshore,0,2020,Liechtenstein Gruppe AG; EVN,23103000,5.973333333,,,1.381910634,2.400530407,-6.318255287,82.94788,20
Spain,1030,0,50,Onshore,0,2002,Renantis UK Ltd,67950000,6.276666667,,,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,1267,0,45,Onshore,0,2005,EDP,61155000,6.02,,,3.368458509,5.324462414,3.551225515,42.39519,21
France,4108,1,16,Onshore,0,2016,Talanx Group,21744000,6.466666667,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Poland,2734,0,24,Onshore,0,2024,Equitix LTD,32616000,6.2,,,11.5289128,11.65365251,0.138832755,49.59429,15
Spain,1018,0,50,Onshore,0,2004,Viesgo Renovables SL,67950000,5.47,,,3.039197922,3.496448517,3.114531452,45.3327,21
Ireland,3970,0,17,Onshore,0,2015,BlackRock,23103000,7.94,,,-0.289875358,1.602922201,24.61556998,73.99682,14
Greece,4275,0,15,Onshore,0,2022,Intrakat,20385000,7.48,,,9.645261,39.69207629,5.74364919,179.5882,11
Spain,1768,0,36,Onshore,0,1999,EDP; Viesgo Renovables SL,48924000,6.113333333,,,2.310335398,2.129180193,4.408865512,60.85314,20
Poland,1378,0,42,Onshore,0,2015,ERG,57078000,6.36,,,-0.874127567,0.702593625,4.431767003,51.34457,16
Finland,1230,0,45,Onshore,0,2023,BlackRock,61155000,4.49,,,6.250643222,-1.180894007,-1.163962815,77.02499,20
Italy,1984,0,32,Onshore,0,2022,Enel,43488000,4.33,,,8.20129,50.17213354,4.661762651,138.3491,12
Greece,3640,0,18,Onshore,0,2023,Terna Energy,24462000,6.86,,,3.464801285,-11.89491089,2.332123883,168.869,12
Spain,3600,0,19,Onshore,0,1999,Acciona,25821000,5.756666667,,,2.310335398,2.129180193,4.408865512,60.85314,20
Germany,1599,1,38,Onshore,0,2014,Community Owned - Bedbrug; RWE AG,51642000,6.673333333,,,0.90679872,0.845330298,2.169498929,73.82303,21
Netherlands,3003,1,22.8,Onshore,0,2013,Eneco; Pure Energy,30985200,6.62,,,2.506891727,3.017028093,-0.030232452,67.16063,20
Italy,715,0,62,Onshore,0,2010,ERG,84258000,5.453333333,,,1.525517702,1.211658478,1.529105757,118.7371,17
France,5054,0,12,Onshore,0,2016,Allianz SE,16308000,5.043333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
France,3388,0,20,Onshore,0,2014,Allianz SE,27180000,5.676666667,,,0.507763743,1.757389784,0.997832938,96.3175,21
United Kingdom,3383,0,20,Onshore,0,2014,Energia,27180000,7.69,,,1.425663471,1.997074246,3.194637313,87.09433,21
Germany,2520,0,26,Onshore,1,2016,EnBW,35334000,6.233333333,,,0.491744995,0,2.294710677,67.63065,21
Russia,729,1,60,Onshore,0,2023,JSC VetroOGK,81540000,0,,,5.859,0,3.6,19.5459,2
Finland,4605,0,14,Onshore,0,2013,OY Herrfors AB,19026000,5.19,,,1.478294015,0.339855283,-0.979741028,59.86275,21
Italy,2455,0,27,Onshore,0,2017,Toto Holding SPA,36693000,5.56,,,1.326,1.762558818,1.603699946,133.689,13
France,1996,0,32,Onshore,0,2016,TTR Energy,43488000,6.883333333,,,0.183335871,-0.11499691,0.860031082,98.02478,19
Portugal,962,1,50,Onshore,0,2010,Trustenergy SA,67950000,3.696666667,,,1.402570248,4.43446207,1.73762451,100.2145,17
Germany,6066,1,10,Onshore,0,2007,Volkswind GmbH,13590000,6.646666667,,,2.298336029,1.922888994,2.89010719,63.08144,21
United Kingdom,3922,0,17,Onshore,1,2021,Ventient Energy,23103000,7.583333333,,,2.5,9.108159,8.575950905,105.196,20
Spain,1309,0,44,Onshore,0,2009,Acciona,59796000,5.186666667,,,-0.28799358,1.29409802,-3.768133072,53.07928,20
Latvia,764,0,59,Onshore,0,2022,Utilitas,80181000,7.645,,,17.31029,48.34794613,1.812682402,41.78248,15
France,5022,0,12,Onshore,0,2017,ACOFI,16308000,5.033333333,,,1.163,1.601827264,2.083614851,98.48331,19
Ireland,2033,0,32,Onshore,0,2007,Enerco Energy,43488000,7.883333333,,,4.897116184,20.33631134,5.310116844,23.9423,21
Netherlands,893,1,50,Onshore,0,2024,Waterschap Zuiderzeeland; Windshare Groen BV,67950000,7.18,,,3.838393543,-22.05954498,0.074560722,45.02355,21
Norway,400,0,105,Onshore,1,2013,Statkraft AS,142695000,6.45,,,2.120480061,5.294428825,1.016190824,31.42718,21
France,3462,0,20,Onshore,0,2007,JMA Energies,27180000,7.763333333,,,1.487993479,2.966151237,2.530481862,65.3614,21
France,4117,0,16,Onshore,0,2015,Enertrag LTD,21744000,6.09,,,0.037512854,0.410003603,1.066754735,97.07373,19
Belgium,4250,0,16,Onshore,0,2017,Engie,21744000,6.576666667,,,2.224,3.741624117,1.474467657,102.0218,20
France,2906,0,23.5,Onshore,0,2016,Engie,31936500,7.876666667,,,0.183335871,-0.11499691,0.860031082,98.02478,19
France,2334,0,28.6,Onshore,0,2022,Engie,38867400,6.105,,,5.222367,23.73546019,2.570840474,111.9513,19
Germany,3508,1,20,Onshore,0,2002,Renerco AG,27180000,6.626666667,,,1.420809388,0.910149872,-0.228310249,59.26526,21
Romania,6159,1,10,Onshore,0,-,SC Soft Group SRL,13590000,5.490869565,,,,,,,
Malta,831,0,54,Offshore floating,1,2011,Hexicon AB,209885400,6.436666667,16.19,145.13,2.721397161,11.8,0.991963675,70.01556,16
France,4296,0,15,Onshore,0,2018,WPD,20385000,5.986666667,,,1.85,2.38292861,1.645908729,98.1591,19
Italy,1495,0,40,Onshore,0,2010,Fortore Energia SPA,54360000,5.453333333,,,1.525517702,1.211658478,1.529105757,118.7371,17
Denmark,72,0,400,Offshore hard mount,0,2013,Orsted ; PKA ; Pension Danmark,1053712400,8.063333333,20.58,15.14,0.789073348,1.976181746,1.39267347,43.91183,21
Belgium,5730,0,10,Onshore,0,2020,Eoly Cooperatie,13590000,6.866666667,,,0.740791812,-1.816437772,-4.792983897,111.874,20
Finland,2303,1,29,Onshore,0,2010,Rajakiiri OY,39411000,4.353333333,,,1.184139132,10.64667034,3.168287723,50.11289,21
Spain,4404,1,15,Onshore,0,2007,Audax Renovables,20385000,6.143333333,,,2.787031889,3.659707785,3.533500122,35.69813,21
Finland,3354,0,20,Onshore,0,2016,Exilion Tuuli Ky,27180000,6.08,,,0.356684387,0.551684678,2.571934232,68.59111,20
Finland,3984,0,17,Onshore,1,2012,EPV Energia Oy,23103000,4.816666667,,,2.808328867,1.719880462,-1.522840285,56.88493,21
Spain,1634,0,38,Onshore,0,2002,Iberdrola,51642000,5.67,,,3.06576395,2.26916194,2.755456153,51.23687,21
Belgium,4034,0,17,Onshore,0,-,Engie,23103000,6.796956522,,,,,,,
Poland,1416,0,42,Onshore,0,-,VisaVento Holding AG,57078000,6.192727273,,,,,,,
Spain,4516,0,14,Onshore,0,2020,Enel,19026000,6.12,,,-0.322671033,-3.54274493,-10.94007066,119.179,16
Italy,6050,0,10,Onshore,0,2007,Sorgente BV,13590000,5,,,1.829737067,2.57996273,1.462292025,103.4538,17
Romania,2478,1,27,Onshore,0,2013,Iberdrola,36693000,5.8,,,3.991640568,4.1,0.278771877,37.78312,11
Ireland,5931,0,10,Onshore,0,2011,Energia,13590000,7.676666667,,,2.557188034,9.744598389,1.6487739,109.4283,14
Spain,2026,1,32,Onshore,0,2008,Acciona,43488000,5.466666667,,,4.07565403,6.641723633,0.767165775,39.6088,21
Norway,404,1,104,Onshore,0,2022,Cloudberry Clean Energy ASA ; Akershus Energi ; other ; KLP,141336000,3.695,,,5.764123,27.03541505,3.005635161,36.27051,21
Germany,4585,0,14,Onshore,0,2015,NEAG Norddeutsche Energie AG,19026000,6.03,,,0.514420152,-0.414969653,1.652719772,70.55988,21
United Kingdom,3547,1,19.5,Onshore,0,2005,Greencoat,26500500,7.75,,,2.056553125,3.290127754,2.732660761,41.00035,21
United Kingdom,2267,0,29.9,Onshore,1,2015,Scottish and Southern Energy (SSE),40634100,7.57,,,0.40160796,1.249046922,2.222888449,87.86669,21
Spain,4788,0,13.2,Onshore,0,-,Naturgy,17938800,5.434545455,,,,,,,
Poland,4453,0,15,Onshore,0,-,E-Wind,20385000,6.375217391,,,,,,,
France,5535,1,11.5,Onshore,0,2010,Boralex,15628500,6.72,,,1.531118512,3.301385641,2.000324727,86.31331,21
Netherlands,77,1,385,Offshore hard mount,0,2023,BASF SE; Vattenfall AB ; Allianz SE,1010297622,8.27,16.94,18.76,3.838393543,-22.05954498,0.074560722,45.02355,21
Spain,4014,0,17,Onshore,0,2000,Acciona,23103000,6.086666667,,,3.433526039,4.422429562,5.200641186,57.84051,20
Denmark,3959,0,17,Onshore,0,2016,Turebylille Vindmollepark APS,23103000,7.856666667,,,0.25,0.808334351,3.073045475,37.30431,21
Ukraine,3137,1,22,Onshore,0,2001,GUP RK Krymenergo,29898000,6.936666667,,,11.90761089,4.066493988,8.800000004,36.69002,7
Portugal,6030,1,10,Onshore,0,2008,EDF,13590000,4.516666667,,,2.588508606,3.948156595,0.319247162,75.64259,18
United Kingdom,1970,1,32.8,Onshore,0,2014,RWE AG,44575200,7.353333333,,,1.425663471,1.997074246,3.194637313,87.09433,21
Greece,2432,0,27.5,Onshore,1,?,Astakos,37372500,,,,,,,,
Spain,822,0,54,Onshore,1,2020,Capital Energy,73386000,3.946666667,,,-0.322671033,-3.54274493,-10.94007066,119.179,16
France,5119,0,12,Onshore,0,2014,EWZ,16308000,7.356666667,,,0.507763743,1.757389784,0.997832938,96.3175,21
