Country/Area,Entry ID,Project Name,Phase Name,Only Phase,Capacity (MW),Installation Type,Status,Cancelled,Start year,Owner,Latitude,Longitude,Region,Wiki URL,Annual Wind Speed,Ocean Depth For Offshore,Inflation in Project Country
Germany,3587,Breesen-Teetzleben wind farm,--,1,19,Onshore,operating,0,2012,NOTUS Energy,53.6457,13.1881,Europe,https://www.gem.wiki/Breesen-Teetzleben_wind_farm,,,
Denmark,3588,Tj�reborg Enge wind farm,1,0,19,Onshore,operating,0,2008,Vattenfall AB,55.4450,8.5975,Europe,https://www.gem.wiki/Tj�reborg_Enge_wind_farm,,,
Spain,3589,Ourol (Ecoener) wind farm,--,1,19,Onshore,operating,0,2007,Grupo Ecoener SA,43.5646,-7.6423,Europe,https://www.gem.wiki/Ourol_(Ecoener)_wind_farm,,,
Spain,3590,Canalejas wind farm,--,1,19,Onshore,operating,0,2005,Iberdrola Renovables Energia SA,39.8501,-0.7501,Europe,https://www.gem.wiki/Canalejas_wind_farm,,,
Spain,3591,La Sotonera wind farm,--,1,19,Onshore,operating,0,2005,EDP Renovables Espa�a,42.0870,-0.7190,Europe,https://www.gem.wiki/La_Sotonera_wind_farm,,,
Ireland,3592,Raheen Barr wind farm,--,1,19,Onshore,operating,0,2003,EcoPower,53.9002,-9.3575,Europe,https://www.gem.wiki/Raheen_Barr_wind_farm,,,
Spain,3593,Labrada wind farm,--,1,19,Onshore,operating,0,2003,Acciona Energ�a SAU,43.3601,-7.4801,Europe,https://www.gem.wiki/Labrada_wind_farm,,,
Spain,3594,Novo wind farm,--,1,19,Onshore,operating,0,2002,Naturgy; ACS Group,43.5838,-8.1207,Europe,https://www.gem.wiki/Novo_wind_farm,,,
Austria,3595,Tauern wind farm,1,0,19,Onshore,retired,0,2002,Web Windenergie AG; ImWind Operations GMBH,47.2754,14.3872,Europe,https://www.gem.wiki/Tauern_wind_farm,,,
Spain,3596,Escucha wind farm,--,1,19,Onshore,operating,0,2001,Enel Green Power Espa�a SL,40.7670,-0.8050,Europe,https://www.gem.wiki/Escucha_wind_farm,,,
Spain,3597,Sos Del Rey Cat�lico wind farm,1,0,19,Onshore,operating,0,2001,Acciona Energ�a SAU,42.4913,-1.2617,Europe,https://www.gem.wiki/Sos_Del_Rey_Cat�lico_wind_farm,,,
Spain,3598,Virxe Do Monte wind farm,--,1,19,Onshore,operating,0,2000,Acciona Energ�a SAU,42.8233,-9.0891,Europe,https://www.gem.wiki/Virxe_Do_Monte_wind_farm,,,
Spain,3599,�labe-Cuadram�n wind farm,--,1,19,Onshore,operating,0,2000,Acciona Energ�a SAU,43.4401,-7.4201,Europe,https://www.gem.wiki/�labe-Cuadram�n_wind_farm,,,
Spain,3600,Salajones wind farm,--,1,19,Onshore,operating,0,1999,Acciona Energ�a SAU,42.6083,-1.3080,Europe,https://www.gem.wiki/Salajones_wind_farm,,,
Spain,3601,Paxareiras wind farm,2,0,19,Onshore,operating,0,1997,Viesgo Renovables SL,42.8201,-9.0901,Europe,https://www.gem.wiki/Paxareiras_wind_farm,,,
Spain,3602,Leitza/Beruete wind farm,--,1,19,Onshore,operating,0,1996,Acciona Energ�a SAU,43.0677,-1.8603,Europe,https://www.gem.wiki/Leitza/Beruete_wind_farm,,,
Poland,3603,Przasnysz wind farm,--,1,19,Onshore,operating,0,-,Si_ownie Wiatrowe SA,53.0190,20.8804,Europe,https://www.gem.wiki/Przasnysz_wind_farm,,,
Belgium,3604,Kallo KN wind farm,--,1,19,Onshore,operating,0,2000,EDF Luminus,51.2730,4.2857,Europe,https://www.gem.wiki/Kallo_KN_wind_farm,,,
Greece,3605,Gropes Rache Gione wind farm,--,1,18.9,Onshore,operating,0,2018,Ellaktor SA,36.8834,22.9215,Europe,https://www.gem.wiki/Gropes_Rache_Gione_wind_farm,,,
Greece,3606,Lithos wind farm,--,1,18.9,Onshore,operating,0,2009,Enel Green Power Greece SA,38.0924,22.1162,Europe,https://www.gem.wiki/Lithos_wind_farm,,,
Greece,3607,Pyramida Chelona wind farm,--,1,18.8,Onshore,operating,0,2020,Vector Wind Desphinas SA,38.3408,22.5577,Europe,https://www.gem.wiki/Pyramida_Chelona_wind_farm,,,
United Kingdom,3608,Slieve Divena wind farm,2,0,18.8,Onshore,operating,0,2017,Scottish and Southern Energy (SSE),54.5086,-7.1064,Europe,https://www.gem.wiki/Slieve_Divena_wind_farm,,,
Greece,3609,Chlogos wind farm,--,1,18.7,Onshore,operating,0,2012,Enel Green Power Greece SA,37.7608,22.8552,Europe,https://www.gem.wiki/Chlogos_wind_farm,,,
Sweden,3610,Norra L�nsmansberget wind farm,--,1,18.6,Onshore,operating,0,2023,Tekniska Verken,59.7891,12.9447,Europe,https://www.gem.wiki/Norra_L�nsmansberget_wind_farm,,,
United Kingdom,3611,Wathegar wind farm,2,0,18.5,Onshore,operating,0,2017,Whirlwind Renewables LLP,58.4352,-3.2159,Europe,https://www.gem.wiki/Wathegar_wind_farm,,,
United Kingdom,3612,North Steads wind farm,--,1,18.5,Onshore,operating,0,2016,Ventient Energy,55.2650,-1.6248,Europe,https://www.gem.wiki/North_Steads_wind_farm,,,
Greece,3613,Kouroukle wind farm,--,1,18.4,Onshore,cancelled,1,?,K Sarras & CO LLC,34.9806,25.1080,Europe,https://www.gem.wiki/Kouroukle_wind_farm,,,
Greece,3614,Exostes wind farm,--,1,18.4,Onshore,operating,0,2020,Terna Energy,38.1770,24.3220,Europe,https://www.gem.wiki/Exostes_wind_farm,,,
Greece,3615,Kathara (Enel) wind farm,--,1,18.4,Onshore,operating,0,2019,Enel Green Power Greece SA,38.1138,24.5202,Europe,https://www.gem.wiki/Kathara_(Enel)_wind_farm,,,
Greece,3616,Melia (Enel) wind farm,--,1,18.4,Onshore,operating,0,2019,Enel Green Power Greece SA,38.0601,24.4899,Europe,https://www.gem.wiki/Melia_(Enel)_wind_farm,,,
United Kingdom,3617,Mid Hill wind farm,2,0,18.4,Onshore,operating,0,2014,Fred Olsen Renewables AB,56.9688,-2.4862,Europe,https://www.gem.wiki/Mid_Hill_wind_farm,,,
United Kingdom,3618,Glenconway wind farm,1,0,18.4,Onshore,operating,0,2013,Scottish and Southern Energy (SSE),54.9760,-7.0296,Europe,https://www.gem.wiki/Glenconway_wind_farm,,,
United Kingdom,3619,Church Hill wind farm,--,1,18.4,Onshore,operating,0,2012,Greencoat UK Wind,54.6540,-7.7128,Europe,https://www.gem.wiki/Church_Hill_wind_farm,,,
France,3620,Plo-Del-Montal wind farm,--,1,18.4,Onshore,operating,0,2012,La Compagnie du Vent,43.8950,3.0808,Europe,https://www.gem.wiki/Plo-Del-Montal_wind_farm,,,
United Kingdom,3621,Gortgall wind farm,--,1,18.4,Onshore,cancelled,1,2008,DP Energy,54.3055,-7.6996,Europe,https://www.gem.wiki/Gortgall_wind_farm,,,
France,3622,Maul�on wind farm,--,1,18.4,Onshore,operating,0,-,Eos Holding,43.2275,-0.9113,Europe,https://www.gem.wiki/Maul�on_wind_farm,,,
France,3623,Les Vingt S�tiers wind farm,--,1,18.4,Onshore,operating,0,-,Vensolair,48.3950,1.9428,Europe,https://www.gem.wiki/Les_Vingt_S�tiers_wind_farm,,,
Greece,3624,Ayios Vasileios wind farm,--,1,18,Onshore,cancelled,1,?,Arena Energy,38.3552,23.0079,Europe,https://www.gem.wiki/Ayios_Vasileios_wind_farm,,,
Greece,3625,Krania (Tbs Energy) wind farm,--,1,18,Onshore,cancelled,1,?,TBS Energy CORP,38.9993,21.7520,Europe,https://www.gem.wiki/Krania_(Tbs_Energy)_wind_farm,,,
Greece,3626,Kryoneri (Bakkegaarden) wind farm,--,1,18,Onshore,cancelled,1,?,Bakkegaarden Wind Energy Greece LLC,40.9808,26.1126,Europe,https://www.gem.wiki/Kryoneri_(Bakkegaarden)_wind_farm,,,
Greece,3627,Limnia wind farm,--,1,18,Onshore,cancelled,1,?,Pindos Energy SA,40.1773,22.2222,Europe,https://www.gem.wiki/Limnia_wind_farm,,,
Greece,3628,Malathouna wind farm,--,1,18,Onshore,cancelled,1,?,Terna Energy,38.5538,21.8328,Europe,https://www.gem.wiki/Malathouna_wind_farm,,,
Greece,3629,Malliara wind farm,--,1,18,Onshore,cancelled,1,?,Zikos Energy Construction Single Member Private Company,38.1810,23.3168,Europe,https://www.gem.wiki/Malliara_wind_farm,,,
Greece,3630,Mavrolitharo wind farm,1,0,18,Onshore,cancelled,1,?,IdEI SA,39.9588,21.7892,Europe,https://www.gem.wiki/Mavrolitharo_wind_farm,,,
Greece,3631,Mytikas Xerakiona wind farm,--,1,18,Onshore,cancelled,1,?,Terpsichore Energy PVT CO,38.3570,22.9833,Europe,https://www.gem.wiki/Mytikas_Xerakiona_wind_farm,,,
Greece,3632,Photeinon wind farm,--,1,18,Onshore,cancelled,1,?,Zikos Energy Construction Single Member Private Company,40.9857,25.5157,Europe,https://www.gem.wiki/Photeinon_wind_farm,,,
Greece,3633,Pyrgaki wind farm,--,1,18,Onshore,cancelled,1,?,Zikos Energy Construction Single Member Private Company,38.2157,23.6054,Europe,https://www.gem.wiki/Pyrgaki_wind_farm,,,
Greece,3634,Vera wind farm,--,1,18,Onshore,cancelled,1,?,Ensol Amedaiou SA,40.7646,21.7490,Europe,https://www.gem.wiki/Vera_wind_farm,,,
Greece,3635,Yennemata wind farm,--,1,18,Onshore,cancelled,1,?,Zikos Energy Construction Single Member Private Company,38.1886,23.3210,Europe,https://www.gem.wiki/Yennemata_wind_farm,,,
Belgium,3636,Glons wind farm,--,1,18,Onshore,cancelled - inferred 4 y,1,-,Elawan Energy SL,50.7584,5.6095,Europe,https://www.gem.wiki/Glons_wind_farm,,,
Belgium,3637,Saint Ode (Aspiravi) wind farm,--,1,18,Onshore,operating,0,2024,Aspiravi,50.0461,5.5781,Europe,https://www.gem.wiki/Saint_Ode_(Aspiravi)_wind_farm,,,
Sweden,3638,Rosenskog wind farm,--,1,18,Onshore,operating,0,2023,BKW AG,58.1090,13.4245,Europe,https://www.gem.wiki/Rosenskog_wind_farm,,,
Greece,3639,Aedoni (Karestias Eevoias) wind farm,--,1,18,Onshore,operating,0,2023,Terna Energy,38.0358,24.5423,Europe,https://www.gem.wiki/Aedoni_(Karestias_Eevoias)_wind_farm,,,
Greece,3640,Kalamaki (Terna Energy) wind farm,--,1,18,Onshore,operating,0,2023,Terna Energy,38.1410,24.5629,Europe,https://www.gem.wiki/Kalamaki_(Terna_Energy)_wind_farm,,,
Greece,3641,Milia (Kaphereos Evia) wind farm,--,1,18,Onshore,operating,0,2023,Terna Energy,38.0584,24.5183,Europe,https://www.gem.wiki/Milia_(Kaphereos_Evia)_wind_farm,,,
Greece,3642,Milza wind farm,--,1,18,Onshore,operating,0,2023,Terna Energy,38.0835,24.5539,Europe,https://www.gem.wiki/Milza_wind_farm,,,
Greece,3643,Molizeza wind farm,1,0,18,Onshore,operating,0,2023,Terna Energy,38.1232,24.5039,Europe,https://www.gem.wiki/Molizeza_wind_farm,,,
Greece,3644,Rokani Kapha wind farm,--,1,18,Onshore,operating,0,2023,Thalia Energy,38.2190,23.5202,Europe,https://www.gem.wiki/Rokani_Kapha_wind_farm,,,
Belgium,3645,Boneffe wind farm,--,1,18,Onshore,operating,0,2022,Eneco,50.6259,4.9324,Europe,https://www.gem.wiki/Boneffe_wind_farm,,,
France,3646,Aiguillettes wind farm,Aiguillettes,0,18,Onshore,operating,0,2022,Evangelische Bank eG,48.3426,1.7784,Europe,https://www.gem.wiki/Aiguillettes_wind_farm,,,
France,3647,Bougainville Repowering wind farm,--,1,18,Onshore,operating,0,2022,Boralex,49.8615,2.0442,Europe,https://www.gem.wiki/Bougainville_Repowering_wind_farm,,,
France,3648,Les Hauts Boudreaux wind farm,--,1,18,Onshore,operating,0,2022,RWE AG,49.5405,2.2681,Europe,https://www.gem.wiki/Les_Hauts_Boudreaux_wind_farm,,,
France,3649,Les Hauts Bouleaux wind farm,--,1,18,Onshore,operating,0,2022,RWE AG,49.0111,2.6443,Europe,https://www.gem.wiki/Les_Hauts_Bouleaux_wind_farm,,,
France,3650,Thory wind farm,--,1,18,Onshore,operating,0,2022,ENGIE SA,46.2476,5.9530,Europe,https://www.gem.wiki/Thory_wind_farm,,,
Germany,3651,Linach wind farm,--,1,18,Onshore,cancelled - inferred 4 y,1,2021,Windkraft Schonach GMBH; SIVENTIS Windprojekte GMBH,48.5909,9.0399,Europe,https://www.gem.wiki/Linach_wind_farm,,,
Greece,3652,Kephalaria wind farm,--,1,18,Onshore,operating,0,2021,PAP Energy SA,38.4078,22.2801,Europe,https://www.gem.wiki/Kephalaria_wind_farm,,,
Greece,3653,Rache Phlamouria wind farm,--,1,18,Onshore,operating,0,2021,Taff Prime Develop SA,40.1196,22.0189,Europe,https://www.gem.wiki/Rache_Phlamouria_wind_farm,,,
Italy,3654,Stornara wind farm,--,1,18,Onshore,operating,0,2021,Inergia SPA,41.2874,15.7682,Europe,https://www.gem.wiki/Stornara_wind_farm,,,
Spain,3655,Orbaneja wind farm,--,1,18,Onshore,operating,0,2021,Iberdrola Renovables Energia SA,42.3616,-3.9304,Europe,https://www.gem.wiki/Orbaneja_wind_farm,,,
Belgium,3656,Zeebruges Cobelfret wind farm,--,1,18,Onshore,operating,0,2021,Eneco,51.3075,3.2383,Europe,https://www.gem.wiki/Zeebruges_Cobelfret_wind_farm,,,
Greece,3657,Achladitsa wind farm,--,1,18,Onshore,operating,0,2020,InterPhoton,38.2391,23.1848,Europe,https://www.gem.wiki/Achladitsa_wind_farm,,,
Spain,3658,Ca�aseca wind farm,--,1,18,Onshore,operating,0,2020,Enel Green Power Espa�a SL,41.3787,-0.7639,Europe,https://www.gem.wiki/Ca�aseca_wind_farm,,,
Spain,3659,Corme wind farm,RP1,0,18,Onshore,operating,0,2020,Dobrev� Energia SA; EDP Renovables Espa�a,43.2837,-8.9539,Europe,https://www.gem.wiki/Corme_wind_farm,,,
France,3660,Coulanges wind farm,2,0,18,Onshore,operating,0,2020,JPEE,47.1511,2.0907,Europe,https://www.gem.wiki/Coulanges_wind_farm,,,
France,3661,Ids-Saint Roch And Touchay wind farm,--,1,18,Onshore,operating,0,2020,EuroCape New Energy,46.7332,2.2446,Europe,https://www.gem.wiki/Ids-Saint_Roch_And_Touchay_wind_farm,,,
France,3662,Tortefontaine wind farm,--,1,18,Onshore,operating,0,2020,Web Windenergie AG,50.3536,1.9390,Europe,https://www.gem.wiki/Tortefontaine_wind_farm,,,
Ireland,3663,Gweedore wind farm,--,1,18,Onshore,operating,0,2019,ESB Group,55.0603,-8.2160,Europe,https://www.gem.wiki/Gweedore_wind_farm,,,
Greece,3664,Korephe (Anayennese Atteve) wind farm,--,1,18,Onshore,operating,0,2019,Envitec SA,38.1554,24.2732,Europe,https://www.gem.wiki/Korephe_(Anayennese_Atteve)_wind_farm,,,
Spain,3665,Arico Environmental Complex wind farm,--,1,18,Onshore,operating,0,2019,ITER,28.1291,-16.7593,Europe,https://www.gem.wiki/Arico_Environmental_Complex_wind_farm,,,
Spain,3666,Sasd�nigas wind farm,1,0,18,Onshore,operating,0,2019,Norvento Enerxia,43.4297,-7.3639,Europe,https://www.gem.wiki/Sasd�nigas_wind_farm,,,
France,3667,Brinay wind farm,--,1,18,Onshore,operating,0,2019,JP Energie Environnement,47.1724,2.1196,Europe,https://www.gem.wiki/Brinay_wind_farm,,,
France,3668,Champagne Conlinoise wind farm,--,1,18,Onshore,operating,0,2019,TotalEnergies SE,48.1358,-0.0180,Europe,https://www.gem.wiki/Champagne_Conlinoise_wind_farm,,,
France,3669,Energie Iwuy wind farm,--,1,18,Onshore,operating,0,2019,WPD AG,50.2332,3.3664,Europe,https://www.gem.wiki/Energie_Iwuy_wind_farm,,,
France,3670,La Roche Quatre Rivi�res wind farm,--,1,18,Onshore,operating,0,2019,Octopus Energy,47.6758,5.6617,Europe,https://www.gem.wiki/La_Roche_Quatre_Rivi�res_wind_farm,,,
France,3671,Les Landes wind farm,--,1,18,Onshore,operating,0,2019,Encavis AG,46.1633,0.9090,Europe,https://www.gem.wiki/Les_Landes_wind_farm,,,
Denmark,3672,Gr�nk�r wind farm,--,1,18,Onshore,operating,0,2018,European Energy A/S,56.4376,8.3403,Europe,https://www.gem.wiki/Gr�nk�r_wind_farm,,,
Ireland,3673,Coollegrean wind farm,--,1,18,Onshore,operating,0,2018,NTR plc,52.2575,-9.2725,Europe,https://www.gem.wiki/Coollegrean_wind_farm,,,
Ireland,3674,Leanamore wind farm,--,1,18,Onshore,operating,0,2018,SSE Renewables,52.5559,-9.4208,Europe,https://www.gem.wiki/Leanamore_wind_farm,,,
Spain,3675,Acampo Arias wind farm,3,0,18,Onshore,operating,0,2018,EDP Renovables Espa�a,41.5470,-0.7850,Europe,https://www.gem.wiki/Acampo_Arias_wind_farm,,,
Spain,3676,Chimiche wind farm,2,0,18,Onshore,operating,0,2018,Inversiones Financieras Isla de Tenerife SL ; Iberdrola Renovables Energia SA,28.1121,-16.5057,Europe,https://www.gem.wiki/Chimiche_wind_farm,,,
Spain,3677,La Roca wind farm,--,1,18,Onshore,operating,0,2018,ITER,28.1221,-16.5786,Europe,https://www.gem.wiki/La_Roca_wind_farm,,,
Austria,3678,Au Am Leithaberge wind farm,--,1,18,Onshore,operating,0,2018,EVN Naturkraft Erzeugungsgesellschaft MBH,47.9370,16.5345,Europe,https://www.gem.wiki/Au_Am_Leithaberge_wind_farm,,,
France,3679,Co�smes wind farm,--,1,18,Onshore,operating,0,2018,VSB Energies Nouvelles,47.8757,-1.4350,Europe,https://www.gem.wiki/Co�smes_wind_farm,,,
France,3680,Epine-Aux-Bois wind farm,--,1,18,Onshore,operating,0,2018,Volkswind GmbH,48.8858,3.4623,Europe,https://www.gem.wiki/Epine-Aux-Bois_wind_farm,,,
France,3681,Espiers � Guilleville wind farm,Espiers,0,18,Onshore,operating,0,2018,EDF Renewables,48.2268,1.8310,Europe,https://www.gem.wiki/Espiers_�_Guilleville_wind_farm,,,
France,3682,Espiers � Guilleville wind farm,Guillville,0,18,Onshore,operating,0,2018,EDF Renewables,48.2662,1.8232,Europe,https://www.gem.wiki/Espiers_�_Guilleville_wind_farm,,,
France,3683,For�t De Thivolet wind farm,--,1,18,Onshore,operating,0,2018,ENGIE SA,45.1717,5.1813,Europe,https://www.gem.wiki/For�t_De_Thivolet_wind_farm,,,
France,3684,Rosi�res wind farm,--,1,18,Onshore,operating,0,2018,Renewables Infrastructure Group LTD (TRIG),48.6626,5.3844,Europe,https://www.gem.wiki/Rosi�res_wind_farm,,,
France,3685,Vall�e De Torfou wind farm,--,1,18,Onshore,operating,0,2018,ERG SpA,47.0098,1.9616,Europe,https://www.gem.wiki/Vall�e_De_Torfou_wind_farm,,,
Germany,3686,Hohe Heide wind farm,--,1,18,Onshore,operating,0,2018,ABO Wind AG,53.6278,7.1609,Europe,https://www.gem.wiki/Hohe_Heide_wind_farm,,,
Germany,3687,Saerbeck wind farm,2,0,18,Onshore,operating,0,2018,Windpool Sinningen GMBH & CO KG,52.2134,7.5881,Europe,https://www.gem.wiki/Saerbeck_wind_farm,,,
Denmark,3688,Stakroge wind farm,--,1,18,Onshore,operating,0,2017,Lisby Windpower APS; Community Ownership; Skovgaard Invest APS; JJB Vind APS,55.9072,8.8562,Europe,https://www.gem.wiki/Stakroge_wind_farm,,,
United Kingdom,3689,Llynfi Renewable Energy Park wind farm,--,1,18,Onshore,operating,0,2017,JLEN Environmental Assets Group,51.6449,-3.6211,Europe,https://www.gem.wiki/Llynfi_Renewable_Energy_Park_wind_farm,,,
Greece,3690,Megalo Vouno Rethi wind farm,1,0,18,Onshore,operating,0,2017,Evia Wind Energy SA,38.2521,24.1794,Europe,https://www.gem.wiki/Megalo_Vouno_Rethi_wind_farm,,,
Spain,3691,Acampo Arias wind farm,2,0,18,Onshore,operating,0,2017,EDP Renovables Espa�a,41.5470,-0.7850,Europe,https://www.gem.wiki/Acampo_Arias_wind_farm,,,
Belgium,3692,Greensky Lincent wind farm,--,1,18,Onshore,operating,0,2017,ENGIE SA,50.7186,5.0459,Europe,https://www.gem.wiki/Greensky_Lincent_wind_farm,,,
Belgium,3693,Tournai wind farm,1,0,18,Onshore,operating,0,2017,EDF Luminus,50.5687,3.4051,Europe,https://www.gem.wiki/Tournai_wind_farm,,,
France,3694,Chamole wind farm,--,1,18,Onshore,operating,0,2017,Intervent,46.8470,5.7470,Europe,https://www.gem.wiki/Chamole_wind_farm,,,
France,3695,Cruscades-Villedaigne-Ornaisons wind farm,--,1,18,Onshore,operating,0,2017,BKW,43.1201,2.8428,Europe,https://www.gem.wiki/Cruscades-Villedaigne-Ornaisons_wind_farm,,,
France,3696,Eole Les Patoures wind farm,--,1,18,Onshore,operating,0,2017,Total Quadran,46.3666,1.1562,Europe,https://www.gem.wiki/Eole_Les_Patoures_wind_farm,,,
France,3697,Guicheric wind farm,--,1,18,Onshore,operating,0,2017,Enertrag LTD,43.2051,2.8447,Europe,https://www.gem.wiki/Guicheric_wind_farm,,,
France,3698,Hautes-Fages wind farm,1,0,18,Onshore,operating,0,2017,EnBW,43.8033,3.0482,Europe,https://www.gem.wiki/Hautes-Fages_wind_farm,,,
France,3699,Les Monts D'Ain wind farm,--,1,18,Onshore,operating,0,2017,RES Group,46.0382,5.5245,Europe,https://www.gem.wiki/Les_Monts_D'Ain_wind_farm,,,
France,3700,Monts De L'Ain wind farm,--,1,18,Onshore,operating,0,2017,ACOFI,46.0610,5.5113,Europe,https://www.gem.wiki/Monts_De_L'Ain_wind_farm,,,
France,3701,Quint wind farm,--,1,18,Onshore,operating,0,2017,Elicio,49.7155,2.2456,Europe,https://www.gem.wiki/Quint_wind_farm,,,
France,3702,Roustans wind farm,2,0,18,Onshore,operating,0,2017,EnBW,43.7799,3.0490,Europe,https://www.gem.wiki/Roustans_wind_farm,,,
France,3703,Saint-Loup-sur-Cher wind farm,--,1,18,Onshore,cancelled,1,2016,ERG,47.2516,1.8064,Europe,https://www.gem.wiki/Saint-Loup-sur-Cher_wind_farm,,,
United Kingdom,3704,A'Chruach wind farm,2,0,18,Onshore,operating,0,2016,Ventient Energy,56.1528,-5.3102,Europe,https://www.gem.wiki/A'Chruach_wind_farm,,,
Austria,3705,Ladendorf wind farm,1,0,18,Onshore,operating,0,2016,Allianz Capital Partners,48.5165,16.4836,Europe,https://www.gem.wiki/Ladendorf_wind_farm,,,
France,3706,Chemin Perr� wind farm,--,1,18,Onshore,operating,0,2016,Futuren,48.5985,3.5162,Europe,https://www.gem.wiki/Chemin_Perr�_wind_farm,,,
France,3707,Coquelicot wind farm,2,0,18,Onshore,operating,0,2016,H2Air,50.0910,2.5393,Europe,https://www.gem.wiki/Coquelicot_wind_farm,,,
France,3708,Thibie wind farm,--,1,18,Onshore,operating,0,2016,Valorem,48.9026,4.2149,Europe,https://www.gem.wiki/Thibie_wind_farm,,,
Germany,3709,Debstedt wind farm,RP,0,18,Onshore,operating,0,2016,Energiekontor AG,53.6313,8.6708,Europe,https://www.gem.wiki/Debstedt_wind_farm,,,
Germany,3710,Klingenberg (Energiequelle) wind farm,--,1,18,Onshore,operating,0,2016,Energiequelle GmbH,53.2623,8.6255,Europe,https://www.gem.wiki/Klingenberg_(Energiequelle)_wind_farm,,,
Germany,3711,Krampfer wind farm,--,1,18,Onshore,operating,0,2016,VOSS Energy GMBH,53.0669,12.0430,Europe,https://www.gem.wiki/Krampfer_wind_farm,,,
Germany,3712,Obernwohlde wind farm,1,0,18,Onshore,operating,0,2016,SUSI Renewable Energy Fund,53.9378,10.5722,Europe,https://www.gem.wiki/Obernwohlde_wind_farm,,,
Germany,3713,Ostercappeln wind farm,--,1,18,Onshore,operating,0,2016,EnBW,52.4122,8.2275,Europe,https://www.gem.wiki/Ostercappeln_wind_farm,,,
Germany,3714,Prechtaler Schanze wind farm,--,1,18,Onshore,operating,0,2016,Windkraft Schonach GMBH; E-Werk Mittelbaden AG & CO KG,48.2540,8.1106,Europe,https://www.gem.wiki/Prechtaler_Schanze_wind_farm,,,
Germany,3715,Schwiegershausen wind farm,RP,0,18,Onshore,operating,0,2016,Windenergie Schwiegershausen,51.6670,10.2172,Europe,https://www.gem.wiki/Schwiegershausen_wind_farm,,,
Germany,3716,Spahnharrenst�tte wind farm,--,1,18,Onshore,operating,0,2016,WindStrom,52.8717,7.6396,Europe,https://www.gem.wiki/Spahnharrenst�tte_wind_farm,,,
Poland,3717,Marszewo wind farm,2,0,18,Onshore,operating,0,2015,TAURON Polska Energia SA,54.4946,16.6859,Europe,https://www.gem.wiki/Marszewo_wind_farm,,,
Poland,3718,Radziej�w (EDPR) wind farm,--,1,18,Onshore,operating,0,2015,EDP Renewables,52.6292,18.5247,Europe,https://www.gem.wiki/Radziej�w_(EDPR)_wind_farm,,,
Estonia,3719,Tamba-M�li wind farm,--,1,18,Onshore,operating,0,2015,UAB Ignitis Renewables,58.4527,23.7440,Europe,https://www.gem.wiki/Tamba-M�li_wind_farm,,,
Germany,3720,Glasewitz wind farm,--,1,18,Onshore,operating,0,2015,NOTUS Energy,53.8301,12.3101,Europe,https://www.gem.wiki/Glasewitz_wind_farm,,,
Germany,3721,Perl-Borg wind farm,--,1,18,Onshore,operating,0,2015,Aream & CO,49.4897,6.4192,Europe,https://www.gem.wiki/Perl-Borg_wind_farm,,,
