Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Latitude,Longitude,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating
Poland,2777,0,24,Onshore,0,2015,EDP,51.2359,22.6185,32616000,6.303333333,N/A,N/A,-0.874127567,0.702593625,4.431767003,51.34457,16
Lithuania,2778,0,24,Onshore,0,2015,UAB Ignitis Renewables,55.1286,22.8250,32616000,6.24,N/A,N/A,-0.884097099,-4.758424759,2.832808577,42.68987,15
Greece,2779,1,24,Onshore,0,2015,Aioliki Beleheri SA,37.0366,22.8465,32616000,5.683333333,N/A,N/A,-1.736045003,-6.472187042,-0.228301959,179.0804,5
Germany,2780,0,24,Onshore,0,2015,WPD,54.3841,9.4538,32616000,7.54,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Germany,2781,0,24,Onshore,0,2015,Juwi GmbH,49.5415,7.6076,32616000,5.596666667,N/A,N/A,0.514420152,-0.414969653,1.652719772,70.55988,21
Norway,2782,0,24,Onshore,1,2014,Zephyr AS,61.6207,5.4194,32616000,5.523333333,N/A,N/A,2.041705608,1.291266203,2.048131999,29.66098,21
Poland,2783,0,24,Onshore,0,2014,Invenergy LLC,54.4991,16.6898,32616000,7.446666667,N/A,N/A,0.053822465,1.556987166,3.920508624,51.38972,15
Greece,2784,0,24,Onshore,0,2014,Terna Energy,40.9630,25.9839,32616000,6.043333333,N/A,N/A,-1.311209917,-2.288799286,0.792225038,181.753,7
Spain,2785,1,24,Onshore,0,2014,Iberdrola,38.7854,-1.9917,32616000,5.843333333,N/A,N/A,-0.150875106,1.335933924,1.520485923,104.4176,15
Austria,2786,0,24,Onshore,0,2014,Energiepark Bruck/Leitha GMBH,48.0810,16.8455,32616000,6.12,N/A,N/A,1.605804801,1.590000033,0.755799077,84.04751,20
France,2787,1,24,Onshore,0,2014,Diamond Generating; EDF,49.9509,3.6645,32616000,6.496666667,N/A,N/A,0.507763743,1.757389784,0.997832938,96.3175,21
France,2788,0,24,Onshore,0,2014,Boralex,50.2381,2.2309,32616000,6.73,N/A,N/A,0.507763743,1.757389784,0.997832938,96.3175,21
Germany,2789,0,24,Onshore,0,2014,UKA Group,53.4246,11.8951,32616000,6.846666667,N/A,N/A,0.90679872,0.845330298,2.169498929,73.82303,21
Netherlands,2790,0,24,Onshore,0,2014,SurveyCom BV; XL Wind BV De Wilde Wind Holding BV,51.8671,4.2937,32616000,7.516666667,N/A,N/A,0.976040184,2.872806072,1.612610074,67.16591,21
Ireland,2791,0,24,Onshore,0,2013,Impax Asset Management Group PLC ; TD Greystone Infrastructure Fund,52.6549,-6.5233,32616000,8.126666667,N/A,N/A,0.508711576,0.674348593,2.192175744,117.4944,11
Ireland,2792,1,24,Onshore,0,2013,Orsted,52.7539,-7.6855,32616000,7.47,N/A,N/A,0.508711576,0.674348593,2.192175744,117.4944,11
Sweden,2793,0,24,Onshore,0,2013,Stena Renewables Energy AB,57.6381,14.5498,32616000,4.36,N/A,N/A,-0.044290561,5.775034904,1.137716498,40.3475,21
United Kingdom,2794,0,24,Onshore,0,2013,Greencoat,51.6978,-3.5179,32616000,7.626666667,N/A,N/A,2.291663408,2.352421284,1.799921494,85.31606,20
Greece,2795,1,24,Onshore,0,2013,Terna Energy,38.3417,22.9433,32616000,4.62,N/A,N/A,-0.922166348,5.539482594,-2.272116922,178.843,3
Austria,2796,0,24,Onshore,0,2013,PUSPOK Group,47.8393,17.0164,32616000,6.186666667,N/A,N/A,2.000159502,2.390000105,-0.250726546,81.26635,20
France,2797,0,24,Onshore,0,2013,VSB,48.1897,2.1314,32616000,6.146666667,N/A,N/A,0.863710403,2.433341503,0.781756446,94.68683,19
France,2798,0,24,Onshore,0,2013,Total Quadran,49.5606,4.0964,32616000,6.006666667,N/A,N/A,0.863710403,2.433341503,0.781756446,94.68683,19
France,2799,0,24,Onshore,0,2013,Enertrag LTD,49.8051,2.6342,32616000,6.616666667,N/A,N/A,0.863710403,2.433341503,0.781756446,94.68683,19
Germany,2800,0,24,Onshore,0,2013,Verbund,49.9448,7.6713,32616000,5.883333333,N/A,N/A,1.504725099,1.971489668,0.386224576,76.79466,21
United Kingdom,2801,0,24,Onshore,1,2012,RWE,52.1903,-0.6775,32616000,7.18,N/A,N/A,2.564104319,2.724234581,1.508998374,84.4826,21
Germany,2802,0,24,Onshore,1,2012,EnBW,50.4387,7.8744,32616000,6.006666667,N/A,N/A,2.008486986,2.23366785,0.474291306,79.15729,21
Poland,2803,0,24,Onshore,0,2012,Energa,54.2970,18.7436,32616000,7.41,N/A,N/A,3.560366631,5.809867859,1.511781676,54.78408,15
Poland,2804,0,24,Onshore,0,2012,Polenergia SA,51.2166,15.8825,32616000,6.303333333,N/A,N/A,3.560366631,5.809867859,1.511781676,54.78408,15
Romania,2805,1,24,Onshore,0,2012,EDP,46.4996,27.9136,32616000,5.636666667,N/A,N/A,3.337636948,6.9,1.903616968,35.37141,12
Finland,2806,1,24,Onshore,0,2012,Aquila Capital,65.4791,25.3748,32616000,4.593333333,N/A,N/A,2.808328867,1.719880462,-1.522840285,56.88493,21
Italy,2807,1,24,Onshore,0,2012,Athena Investments,40.1207,9.0130,32616000,5.515,N/A,N/A,3.041360378,7.027999878,-3.125238795,125.8705,16
France,2808,0,24,Onshore,0,2012,Engie,45.2403,5.1097,32616000,5.81,N/A,N/A,1.954202652,3.398922443,0.183835271,91.71756,20
Estonia,2809,0,24,Onshore,0,2011,Nelja Energia (4Energia),59.4531,26.8169,32616000,6.996666667,N/A,N/A,4.981902599,5.859928608,7.606976635,6.136714,18
Ireland,2810,0,24,Onshore,0,2011,Enerco Energy,51.9534,-8.9140,32616000,7.58,N/A,N/A,2.557188034,9.744598389,1.6487739,109.4283,14
Greece,2811,0,24,Onshore,0,2011,Enel,40.4314,22.0864,32616000,3.506666667,N/A,N/A,3.329869986,8.906470299,-9.876779039,175.2192,2
Italy,2812,1,24,Onshore,0,2011,CEF,37.9859,14.9483,32616000,5.2,N/A,N/A,2.780637741,5.178144455,0.695463129,119.1057,16
Italy,2813,0,24,Onshore,0,2011,Fabbrica Energie Rinnovabili Alternative (FERA) SRL,37.7701,12.6013,32616000,6.223333333,N/A,N/A,2.780637741,5.178144455,0.695463129,119.1057,16
Spain,2814,0,24,Onshore,0,2011,Enel,36.3207,-5.9628,32616000,6.466666667,N/A,N/A,3.196138859,7.229995728,-0.639920691,69.52841,18
Denmark,2815,0,24,Onshore,0,2010,Bindesbol Vindkraft IS,55.8920,8.5980,32616000,7.67,N/A,N/A,2.310928822,3.72913456,1.582897021,42.5416,21
Sweden,2816,0,24,Onshore,0,2010,Svevind AB,65.4507,20.5012,32616000,4.053333333,N/A,N/A,1.157981992,0,5.750735843,38.30193,21
Italy,2817,0,24,Onshore,0,2010,Ferazzoli SPA,41.6017,14.3821,32616000,4.376666667,N/A,N/A,1.525517702,1.211658478,1.529105757,118.7371,17
Spain,2818,0,24,Onshore,0,2010,Ventient Energy,42.3035,-3.6349,32616000,6.043333333,N/A,N/A,1.799884915,3.527857542,0.094122317,60.26603,20
Spain,2819,0,24,Onshore,0,2010,Finerge SA,41.6130,-0.2501,32616000,5.62,N/A,N/A,1.799884915,3.527857542,0.094122317,60.26603,20
France,2820,0,24,Onshore,0,2010,Erelia,48.6927,4.0704,32616000,5.886666667,N/A,N/A,1.531118512,3.301385641,2.000324727,86.31331,21
Norway,2821,0,24,Onshore,1,2009,Norsk Vindpro AS,58.9187,5.5728,32616000,6.5,N/A,N/A,2.197387218,1.805326462,-1.940364695,42.54396,21
Sweden,2822,0,24,Onshore,0,2009,Allianz SE,56.4574,13.2490,32616000,6.41,N/A,N/A,-0.49445942,0,-4.255573743,40.9476,21
Italy,2823,0,24,Onshore,0,2009,Enel,41.5873,14.4100,32616000,4.443333333,N/A,N/A,0.774766505,-0.124860622,-5.305154033,116.1213,17
Portugal,2824,0,24,Onshore,0,2009,EDP,37.2335,-8.8041,32616000,7.22,N/A,N/A,-0.83552748,2.059766054,-3.122078123,87.79909,17
Portugal,2825,1,24,Onshore,0,2009,EDP,40.0537,-8.2523,32616000,4.266666667,N/A,N/A,-0.83552748,2.059766054,-3.122078123,87.79909,17
Spain,2826,0,24,Onshore,0,2009,Naturgy,43.0921,-7.9147,32616000,4.213333333,N/A,N/A,-0.28799358,1.29409802,-3.768133072,53.07928,20
Spain,2827,0,24,Onshore,0,2009,Acciona,38.9667,-1.0833,32616000,5.64,N/A,N/A,-0.28799358,1.29409802,-3.768133072,53.07928,20
Spain,2828,1,24,Onshore,0,2009,Iberdrola,41.2956,-2.4713,32616000,5.89,N/A,N/A,-0.28799358,1.29409802,-3.768133072,53.07928,20
Spain,2829,0,24,Onshore,0,2009,Exus Partners,42.7666,-3.9371,32616000,5.626666667,N/A,N/A,-0.28799358,1.29409802,-3.768133072,53.07928,20
France,2830,0,24,Onshore,0,2009,EDF,48.2222,1.5327,32616000,6.26,N/A,N/A,0.087618731,-0.113706842,-2.824551503,84.03127,21
Germany,2831,0,24,Onshore,0,2009,Allianz SE,53.1001,11.7952,32616000,6.603333333,N/A,N/A,0.312738299,0.419552684,-5.545164538,71.71568,21
Sweden,2832,1,24,Onshore,0,2008,Stena Renewables Energy AB,60.1263,14.9569,32616000,4.053333333,N/A,N/A,3.437051058,0,-0.923123083,37.73573,21
Portugal,2833,1,24,Onshore,0,2008,EDP,40.9903,-7.8503,32616000,3.703333333,N/A,N/A,2.588508606,3.948156595,0.319247162,75.64259,18
Spain,2834,0,24,Onshore,0,2008,Iberdrola,36.6801,-6.1301,32616000,6.333333333,N/A,N/A,4.07565403,6.641723633,0.767165775,39.6088,21
Spain,2835,0,24,Onshore,0,2008,Iberdrola,37.1253,-2.6648,32616000,4.833333333,N/A,N/A,4.07565403,6.641723633,0.767165775,39.6088,21
Spain,2836,1,24,Onshore,0,2008,Enel; Elawan Energy SL,43.3089,-7.2498,32616000,4.67,N/A,N/A,4.07565403,6.641723633,0.767165775,39.6088,21
Hungary,2837,0,24,Onshore,0,2007,Energy CORP Hungary KFT,47.8013,17.1583,32616000,6.153333333,N/A,N/A,7.958739758,24.60000038,0.277372772,65.05828,16
Hungary,2838,0,24,Onshore,0,2007,Renovalia Energy Group,47.8761,17.1821,32616000,6.153333333,N/A,N/A,7.958739758,24.60000038,0.277372772,65.05828,16
Greece,2839,1,24,Onshore,0,2007,Terna Energy,38.3417,22.9433,32616000,4.613333333,N/A,N/A,2.894999743,3.064665794,3.506870186,103.103,17
Italy,2840,0,24,Onshore,0,2007,RWE,37.7769,12.9144,32616000,5.236666667,N/A,N/A,1.829737067,2.57996273,1.462292025,103.4538,17
Spain,2841,0,24,Onshore,0,2007,EDP,41.7010,-1.3520,32616000,6.126666667,N/A,N/A,2.787031889,3.659707785,3.533500122,35.69813,21
Spain,2842,0,24,Onshore,0,2007,Grupo Enhol,41.8680,-0.5310,32616000,5.553333333,N/A,N/A,2.787031889,3.659707785,3.533500122,35.69813,21
France,2843,0,24,Onshore,0,2007,CNR,50.0131,1.3723,32616000,7.55,N/A,N/A,1.487993479,2.966151237,2.530481862,65.3614,21
Germany,2844,0,24,Onshore,0,2007,Enertrag LTD,52.1644,11.8014,32616000,6.58,N/A,N/A,2.298336029,1.922888994,2.89010719,63.08144,21
United Kingdom,2845,0,24,Onshore,0,2006,Wind Prospect Developments LTD,52.4305,-0.0292,32616000,7.176666667,N/A,N/A,2.518891573,4.665380001,2.380694025,42.05836,21
Italy,2846,0,24,Onshore,0,2006,RWE,37.1636,14.8181,32616000,5.326666667,N/A,N/A,2.09084177,5.697815418,1.799479905,106.2531,17
Spain,2847,0,24,Onshore,0,2006,URIEL Renewables INC; Eolia Renovables SA (EOLIASUR),36.1848,-5.4921,32616000,6.17,N/A,N/A,3.515373945,6.521553516,4.043435207,39.01906,21
Spain,2848,0,24,Onshore,0,2006,Acciona,38.7441,-2.3442,32616000,5.243333333,N/A,N/A,3.515373945,6.521553516,4.043435207,39.01906,21
Germany,2849,0,24,Onshore,0,2006,ABO Wind,51.0271,6.4904,32616000,6.766666667,N/A,N/A,1.577432156,2.939437389,3.855736152,65.75402,21
Germany,2850,0,24,Onshore,0,2006,NOTUS Energy,51.1965,11.9661,32616000,6.45,N/A,N/A,1.577432156,2.939437389,3.855736152,65.75402,21
Spain,2851,1,24,Onshore,0,2005,Acciona,36.7368,-6.2798,32616000,6.23,N/A,N/A,3.368458509,5.324462414,3.551225515,42.39519,21
Spain,2852,0,24,Onshore,0,2005,Acciona,36.0149,-5.5964,32616000,6.166666667,N/A,N/A,3.368458509,5.324462414,3.551225515,42.39519,21
Spain,2853,0,24,Onshore,0,2005,Norvento,43.4282,-7.5489,32616000,4.613333333,N/A,N/A,3.368458509,5.324462414,3.551225515,42.39519,21
Germany,2854,0,24,Onshore,0,2005,Ostwind,51.7769,14.4603,32616000,6.423333333,N/A,N/A,1.546913624,2.818756342,0.885697236,66.46009,21
Croatia,2855,1,24,Onshore,1,2004,Wallenborn Bora GMBH,45.0367,14.9153,32616000,4.763333333,N/A,N/A,2.049768686,5,4.170484873,39.94145,13
Spain,2856,0,24,Onshore,0,2004,Acciona,42.4168,-7.7640,32616000,3.813333333,N/A,N/A,3.039197922,3.496448517,3.114531452,45.3327,21
Spain,2857,0,24,Onshore,0,2004,Iberdrola,43.0442,-3.8341,32616000,5.63,N/A,N/A,3.039197922,3.496448517,3.114531452,45.3327,21
United Kingdom,2858,0,24,Onshore,0,2003,Ventient Energy,55.6439,-4.8061,32616000,8.103333333,N/A,N/A,1.321004033,1.609191895,3.152346538,36.76369,21
Spain,2859,0,24,Onshore,0,2003,Iberdrola,39.6527,-3.3903,32616000,5.476666667,N/A,N/A,3.039239645,2.886516333,2.939289664,47.68695,20
Austria,2860,1,24,Onshore,0,2003,ContourGlobal,48.0850,16.8389,32616000,6.153333333,N/A,N/A,1.355552197,1.340000033,1.141565015,65.85282,21
Austria,2861,1,24,Onshore,0,2003,PUSPOK Group,47.9276,16.9521,32616000,6.153333333,N/A,N/A,1.355552197,1.340000033,1.141565015,65.85282,21
Spain,2862,1,24,Onshore,0,2002,Grupo SAMCA,41.7863,-1.2785,32616000,5.96,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2863,0,24,Onshore,0,2002,Iberdrola,41.2965,-3.1729,32616000,5.666666667,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2864,0,24,Onshore,0,2002,Acciona,43.5801,-7.7901,32616000,4.73,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2865,1,24,Onshore,0,2002,Enel,43.5264,-7.8124,32616000,4.73,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2866,0,24,Onshore,0,2002,RWE,41.5101,-0.9290,32616000,6.27,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2867,0,24,Onshore,0,2002,Acciona,43.3480,-7.8832,32616000,5.54,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2868,0,24,Onshore,0,2002,RWE,41.5120,-0.9501,32616000,6.276666667,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2869,0,24,Onshore,0,2002,RWE,41.4880,-0.9401,32616000,6.276666667,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Spain,2870,0,24,Onshore,0,2002,RWE,41.5150,-0.9150,32616000,6.27,N/A,N/A,3.06576395,2.26916194,2.755456153,51.23687,21
Germany,2871,1,24,Onshore,0,2002,WPD,51.9720,11.6142,32616000,6.383333333,N/A,N/A,1.420809388,0.910149872,-0.228310249,59.26526,21
Germany,2872,1,24,Onshore,0,2002,Boreas,51.1275,10.7562,32616000,5.856666667,N/A,N/A,1.420809388,0.910149872,-0.228310249,59.26526,21
Italy,2873,0,24,Onshore,0,2001,ERG,40.8537,15.8725,32616000,5.766666667,N/A,N/A,2.785171509,3.076341152,2.006433298,108.513,19
Spain,2874,0,24,Onshore,0,2001,Viesgo Renovables SL,43.3975,-6.3964,32616000,5.456666667,N/A,N/A,3.589828014,3.382987976,3.919088791,54.05223,21
Spain,2875,0,24,Onshore,0,2001,Iberdrola,38.7723,-1.7390,32616000,5.906666667,N/A,N/A,3.589828014,3.382987976,3.919088791,54.05223,21
France,2876,0,24,Onshore,0,2001,Eole-Res SA,42.9100,2.9200,32616000,7.1,N/A,N/A,1.634776831,1.086716652,1.899467003,59.01053,21
Spain,2877,0,24,Onshore,0,2000,Enel,43.7138,-7.7209,32616000,4.836666667,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2878,0,24,Onshore,0,2000,Iberdrola,42.9625,-2.4892,32616000,4.986666667,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2879,0,24,Onshore,0,2000,Iberdrola,43.4747,-8.0390,32616000,5.65,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2880,1,24,Onshore,0,2000,Fomentos de Construcciones y Contratas (FCC),42.4906,-8.3675,32616000,4.076666667,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2881,0,24,Onshore,0,2000,Naturgy; ACS Group,43.5179,-7.8822,32616000,5.65,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2882,1,24,Onshore,0,2000,Iberdrola,43.5378,-7.7299,32616000,4.836666667,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2883,1,24,Onshore,0,2000,Iberdrola,43.4668,-7.7238,32616000,4.836666667,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2884,0,24,Onshore,0,2000,Fomentos de Construcciones y Contratas (FCC),42.4687,-8.3942,32616000,4.076666667,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2885,1,24,Onshore,0,2000,Iberdrola,38.9185,-1.2954,32616000,5.79,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2886,1,24,Onshore,0,2000,Iberdrola,42.1515,-1.9638,32616000,6.086666667,N/A,N/A,3.433526039,4.422429562,5.200641186,57.84051,20
Spain,2887,0,24,Onshore,0,1999,Iberdrola,38.9864,-1.3847,32616000,5.656666667,N/A,N/A,2.310335398,2.129180193,4.408865512,60.85314,20
Spain,2888,0,24,Onshore,0,1999,Acciona,42.6705,-1.5968,32616000,5.556666667,N/A,N/A,2.310335398,2.129180193,4.408865512,60.85314,20
Spain,2889,1,24,Onshore,0,1999,Grupo SAMCA,41.6990,-1.2990,32616000,6.386666667,N/A,N/A,2.310335398,2.129180193,4.408865512,60.85314,20
Spain,2890,1,24,Onshore,0,1999,Acciona ; Med Wind,42.6394,-1.7110,32616000,5.556666667,N/A,N/A,2.310335398,2.129180193,4.408865512,60.85314,20
Spain,2891,1,24,Onshore,0,1998,EDP,43.1001,-8.8701,32616000,4.99,N/A,N/A,1.834336162,1.4659338,4.301977405,62.35467,19
Denmark,2892,0,24,Onshore,0,1995,European Energy A/S,55.0281,8.6769,32616000,8.14,N/A,N/A,2.083609819,-0.200000003,3.038021525,71.45383,20
Italy,2893,1,24,Onshore,0,2012,CEF; Glennmont Partners,42.6384,12.6743,32616000,4.01,N/A,N/A,3.041360378,7.027999878,-3.125238795,125.8705,16
Italy,2894,1,24,Onshore,0,2012,CEF; Glennmont Partners,42.6384,12.6743,32616000,4.01,N/A,N/A,3.041360378,7.027999878,-3.125238795,125.8705,16
Italy,2895,0,24,Onshore,0,-,ERG,41.3201,15.1472,32616000,5.594347826,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Italy,2896,0,24,Onshore,0,-,Fri-El SPA,40.3944,16.1446,32616000,5.110434783,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Italy,2897,1,24,Onshore,0,2014,EDP,40.6904,16.8664,32616000,5.52,N/A,N/A,0.241050467,0.016540658,-0.00138764,134.7553,12
Netherlands,2898,1,24,Onshore,0,2006,EPZ NV,51.4257,3.7337,32616000,7.366666667,N/A,N/A,1.101507187,3.881190062,3.537375219,44.96037,21
Poland,2899,1,24,Onshore,0,-,Engie,53.3521,16.9285,32616000,6.743478261,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spain,2900,0,24,Onshore,0,-,RWE,39.0661,-2.6740,32616000,5.848695652,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spain,2901,1,24,Onshore,0,-,Grupo SAMCA,40.3209,-0.9562,32616000,6.014347826,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Spain,2902,1,24,Onshore,0,-,URIEL Renewables INC; Enel,42.7238,-6.0518,32616000,4.573478261,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
United Kingdom,2903,0,23.8,Onshore,1,-,Community Windpower,54.8956,-4.4936,32344200,8.08173913,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A
France,2904,0,23.6,Onshore,0,2023,Velocita Energies,47.7084,5.5647,32072400,5.64,N/A,N/A,4.878357265,5.925709159,0.936487503,110.6418,19
United Kingdom,2905,0,23.5,Onshore,0,2022,ERG,54.9952,-6.8011,31936500,7.91,N/A,N/A,7.9,46.66091283,4.839085147,100.4323,18
France,2906,0,23.5,Onshore,0,2016,Engie,49.8044,0.5902,31936500,7.876666667,N/A,N/A,0.183335871,-0.11499691,0.860031082,98.02478,19
United Kingdom,2907,1,23.5,Onshore,1,2005,RWE AG,56.2765,-3.6085,31936500,7.133333333,N/A,N/A,2.056553125,3.290127754,2.732660761,41.00035,21
Greece,2908,0,23.4,Onshore,1,?,PK Energy LLC,38.7567,22.0536,31800600,,N/A,N/A,,,,,
Ireland,2909,0,23.2,Onshore,0,2020,Amazon,51.8656,-8.3904,31528800,8.006666667,N/A,N/A,-0.334584625,-1.032326125,7.157898831,57.00719,17
Greece,2910,0,23.1,Onshore,1,?,Rokas Renewables,41.1969,25.8130,31392900,,N/A,N/A,,,,,
Greece,2911,0,23.1,Onshore,0,2016,Androu Tsirovlidi Wind SA,41.3357,23.4306,31392900,2.96,N/A,N/A,-0.825660706,-3.180480957,-0.031795213,183.6976,6
Greece,2912,0,23,Onshore,1,?,Quest Wind LLC,41.1677,23.3368,31257000,,N/A,N/A,,,,,
Poland,2913,0,23,Onshore,0,2023,DIF Capital Partners,51.5934,17.5500,31257000,6.4,N/A,N/A,11.5289128,11.65365251,0.138832755,49.59429,15
Spain,2914,0,23,Onshore,0,2023,Naturgy,41.1925,1.5915,31257000,4.68,N/A,N/A,3.532361335,-15.78456276,2.675663493,105.0343,16
Germany,2915,0,23,Onshore,0,2023,PNE AG,50.8036,9.9462,31257000,6.03,N/A,N/A,5.946436677,6.403984767,-0.26643841,62.66008,21
Germany,2916,0,23,Onshore,0,2023,RWE AG,53.4179,9.1702,31257000,7.1,N/A,N/A,5.946436677,6.403984767,-0.26643841,62.66008,21
Germany,2917,1,23,Onshore,0,2023,E.DIS AG,53.9062,13.1439,31257000,7.09,N/A,N/A,5.946436677,6.403984767,-0.26643841,62.66008,21
Ireland,2918,0,23,Onshore,0,2022,Statkraft AS,53.9471,-6.8850,31257000,7.225,N/A,N/A,7.807375,41.09769564,8.619503552,43.14307,18
Belgium,2919,1,23,Onshore,0,2022,NV Wind aan de Stroom,51.2714,4.2435,31257000,6.9,N/A,N/A,9.597511,52.98778758,4.233431834,104.2816,19
France,2920,0,23,Onshore,0,2022,RWE AG,49.6932,3.9799,31257000,6.09,N/A,N/A,5.222367,23.73546019,2.570840474,111.9513,19
Ireland,2921,0,23,Onshore,0,2021,Amazon,52.0470,-8.7293,31257000,7.81,N/A,N/A,2.358143,12.28661,16.25561324,52.5642,16
Spain,2922,0,23,Onshore,0,2021,Greenalia SA,43.5640,-7.6425,31257000,4.646666667,N/A,N/A,3.093135,21.23588,6.683144185,115.5939,16
France,2923,0,23,Onshore,0,2021,EDF,47.6432,3.9326,31257000,6.113333333,N/A,N/A,1.642331,10.45525,6.882337866,113.0879,20
Finland,2924,0,23,Onshore,0,2020,IKEA,62.8242,21.5710,31257000,4.78,N/A,N/A,0.290554556,0.1566084,-2.49103621,75.26035,20
Ireland,2925,0,23,Onshore,0,2020,Statkraft AS,52.6759,-8.5511,31257000,7.733333333,N/A,N/A,-0.334584625,-1.032326125,7.157898831,57.00719,17
Sweden,2926,0,23,Onshore,0,2020,Taaleri Energia Funds Management OY,57.2867,14.9071,31257000,4.503333333,N/A,N/A,0.497367319,-0.12742566,-2.005337504,40.31189,21
Spain,2927,0,23,Onshore,0,2020,Iberdrola,41.8770,-1.4970,31257000,5.91,N/A,N/A,-0.322671033,-3.54274493,-10.94007066,119.179,16
Spain,2928,0,23,Onshore,0,2020,Iberdrola,42.1529,-4.6922,31257000,5.77,N/A,N/A,-0.322671033,-3.54274493,-10.94007066,119.179,16
Spain,2929,0,23,Onshore,0,2019,Enel,42.0670,-0.8820,31257000,5.516666667,N/A,N/A,0.699999988,-1.237797976,1.961178532,97.57882,16
France,2930,0,23,Onshore,0,2019,Neoen,43.4520,2.2745,31257000,6.026666667,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
France,2931,0,23,Onshore,0,2019,Boralex,50.1226,2.7194,31257000,6.813333333,N/A,N/A,1.299999952,1.744135022,2.027446476,97.88586,19
France,2932,0,23,Onshore,0,2018,Total Quadran,49.4925,4.0859,31257000,6.106666667,N/A,N/A,1.85,2.38292861,1.645908729,98.1591,19
Finland,2933,1,23,Onshore,0,2017,Nuveen Infrastructure,63.7886,25.3779,31257000,4.253333333,N/A,N/A,0.839,1.297056556,3.303370161,66.51211,20
France,2934,0,23,Onshore,0,2017,Boralex,50.1951,2.9115,31257000,6.336666667,N/A,N/A,1.163,1.601827264,2.083614851,98.48331,19
Ukraine,2935,1,23,Onshore,1,2016,Eco Optima LTD,49.4872,31.2718,31257000,6.296666667,N/A,N/A,13.95196629,9.198539734,2.440981945,79.51284,3
Finland,2936,1,23,Onshore,0,2016,Hana Financial Investment CO LTD; Korea Investments & Securities CO LTD,65.5417,25.3257,31257000,4.563333333,N/A,N/A,0.356684387,0.551684678,2.571934232,68.59111,20
Finland,2937,0,23,Onshore,0,2016,Encavis AG,66.0098,28.7656,31257000,4.556666667,N/A,N/A,0.356684387,0.551684678,2.571934232,68.59111,20
Sweden,2938,0,23,Onshore,0,2016,Eolus Vind AB,57.4274,15.5556,31257000,4.536666667,N/A,N/A,0.984268188,4.590000153,2.349740804,42.37349,21
Sweden,2939,0,23,Onshore,0,2016,Vardar,56.1737,12.7646,31257000,7.736666667,N/A,N/A,0.984268188,4.590000153,2.349740804,42.37349,21
Germany,2940,0,23,Onshore,0,2016,MVV Energie AG,50.9683,9.5567,31257000,6.22,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,2941,0,23,Onshore,0,2016,UKA Group,53.4240,11.8962,31257000,6.873333333,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,2942,0,23,Onshore,0,2016,Juwi GmbH,50.6489,6.2803,31257000,6.786666667,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Germany,2943,0,23,Onshore,0,2016,CEE,51.3020,10.9036,31257000,5.933333333,N/A,N/A,0.491744995,0,2.294710677,67.63065,21
Sweden,2944,0,23,Onshore,0,2015,OX2 AB,61.3188,14.3344,31257000,4.083333333,N/A,N/A,-0.046784438,4.599999905,4.410140676,44.03559,21
